galaxy,snapshot,snap_int,time_Myr,ptype,xcom,ycom,zcom,vxcom,vycom
MW,145,145,2071.42855,1,-19.838683116883118,34.575564285714286,-18.12055,-11.878647319458905,-14.935843139021857
MW,145,145,2071.42855,2,-19.835832680138804,34.390630991018575,-18.063757358644622,-21.157833892353537,-15.826834837060007
MW,145,145,2071.42855,3,-19.788321236245956,34.38106256742179,-18.064418101402374,-23.513144294175827,-12.385076328250552
MW,146,146,2085.71428,1,-19.857100000000003,34.8679,-18.330666666666666,-18.904829418367353,-18.743157980612253
MW,146,146,2085.71428,2,-20.164114130434783,34.906188143300795,-18.285929676870747,-20.642043618591835,-17.126360473673444
MW,146,146,2085.71428,3,-20.130666875943906,34.90657579288026,-18.298165443365697,-21.381961556186706,-16.667492786217526
MW,147,147,2100.0,1,-20.092764335664334,35.49716188811189,-18.153866713286714,-17.72144478305786,-22.22800523811984
MW,147,147,2100.0,2,-20.451425548991192,35.50722336417345,-18.538794047486345,-18.54997283745686,-17.735040352471007
MW,147,147,2100.0,3,-20.40056359432136,35.454449946225,-18.526770234459022,-19.60095025432534,-17.043128002454328
MW,148,148,2114.2857,1,-21.046863399606593,36.61646349150183,-17.452064428660073,-20.081800989175264,-26.372578339587633
MW,148,148,2114.2857,2,-20.706481294319623,36.064466085690825,-18.773749559602898,-17.75268415695934,-17.751671195523617
MW,148,148,2114.2857,3,-20.704021377529056,36.01346829530779,-18.75742617305209,-24.10373452749671,-19.385499398243308
MW,149,149,2128.57142,1,-20.894693023255815,35.83559302325581,-19.28536511627907,-19.692345708443547,-24.70280894811801
MW,149,149,2128.57142,2,-20.998608609073216,36.617916899985026,-19.019606759994012,-19.31338941980529,-16.973129760491585
MW,149,149,2128.57142,3,-20.99664588982139,36.6063018721756,-19.032104480309876,-20.836432602887776,-19.987048217173488
MW,150,150,2142.85714,1,-20.71935380333952,36.53959146567718,-19.154801762523192,-18.30476819538462,-19.09729778358975
MW,150,150,2142.85714,2,-21.261724227306825,37.183679774943734,-19.240269324831207,-17.151436990434778,-16.613779659732145
MW,150,150,2142.85714,3,-21.28360961646197,37.165731200172374,-19.275650103425985,-18.14787090892779,-14.729647464179434
MW,151,151,2157.14284,1,-21.9533,37.2637,-18.9266,-18.856529943455506,-18.183641603141368
MW,151,151,2157.14284,2,-21.59290191594561,37.768580351256695,-19.452841836629585,-18.12021862640493,-16.819505105916583
MW,151,151,2157.14284,3,-21.613780116354235,37.726568433527255,-19.501171579400992,-22.61619966278204,-14.97406742146769
MW,152,152,2171.42857,1,-21.09915,38.3524,-19.43315,-15.41770030257511,-21.136813867274682
MW,152,152,2171.42857,2,-21.761369875997453,38.37925225339977,-19.69597262952834,-16.09634251610547,-17.10532167276314
MW,152,152,2171.42857,3,-21.873986808915905,38.26684085491388,-19.792062160081052,-19.943614291292878,-15.247736000802552
MW,153,153,2185.71427,1,-22.051516666666668,38.64533333333333,-20.125008333333334,-22.084342300540545,-16.450100446486488
MW,153,153,2185.71427,2,-22.085253626317144,38.995521835003856,-19.936610531996916,-18.21518664308469,-18.072343256525865
MW,153,153,2185.71427,3,-22.112878593937552,38.87249101321168,-19.98912433495539,-18.32835486942185,-18.123461778852498
MW,154,154,2199.99999,1,-22.561633333333333,39.5674,-20.5152,-20.807228825385444,-19.20855849325482
MW,154,154,2199.99999,2,-22.38721136117835,39.61035571921512,-20.20191641345213,-17.686330466280005,-19.23188307655616
MW,154,154,2199.99999,3,-22.370103646380045,39.47538374244575,-20.253443950314338,-19.494236232424708,-19.02016814009672
MW,155,155,2214.28571,1,0.0,0.0,0.0,0.0,0.0
MW,155,155,2214.28571,2,-22.660398650395575,40.202790464863746,-20.457434319251252,-18.238978303679872,-19.55027300994374
MW,155,155,2214.28571,3,-22.66950852877129,40.05828985689376,-20.520017280494727,-22.052872799055155,-19.22759358694793
MW,156,156,2228.57141,1,-23.01634693877551,40.44285306122449,-20.65583469387755,-31.595744772527482,-13.324854373406597
MW,156,156,2228.57141,2,-22.939719231568017,40.78103275700935,-20.752207995846312,-18.469996885252442,-20.364519037232867
MW,156,156,2228.57141,3,-22.990325773768497,40.63064180235151,-20.781614446786946,-21.925681505127645,-19.501140087147895
MW,157,157,2242.85713,1,0.0,0.0,0.0,0.0,0.0
MW,157,157,2242.85713,2,-23.220276842214822,41.35382049854288,-21.029097273105744,-19.60452743904566,-20.04380095400509
MW,157,157,2242.85713,3,-23.28782712050294,41.17988695802069,-21.03085482194281,-22.145768730595215,-17.731630715967494
MW,158,158,2257.14285,1,-23.599902272727274,41.85413409090909,-21.455238636363635,-27.784865903397037,-18.4846413237792
MW,158,158,2257.14285,2,-23.48594225108225,41.84447719932242,-21.30149270845097,-21.507446790805023,-20.00830221443362
MW,158,158,2257.14285,3,-23.60669732066518,41.774478259257755,-21.299414215777734,-22.321838247728675,-17.79603424441513
MW,159,159,2271.42856,1,-24.03301111111111,42.74091111111111,-21.38891111111111,-30.159787262032097,-19.471963674866316
MW,159,159,2271.42856,2,-23.80570578288806,42.41668596550558,-21.585351448540187,-22.234378761649925,-20.116730265668686
MW,159,159,2271.42856,3,-23.906710235496956,42.39225374036511,-21.60167844929006,-19.197779520272352,-22.74959584148913
MW,160,160,2285.71428,1,-24.56322425,42.1187101744186,-21.826131772093024,-24.54827291656119,-17.657286471518994
MW,160,160,2285.71428,2,-24.164172795082276,42.97976825593163,-21.866848521308896,-22.917427783238868,-20.418799339274763
MW,160,160,2285.71428,3,-24.20761124158215,42.962262843813384,-21.87257260040568,-19.942998128282387,-21.31163501528481
MW,161,161,2300.0,1,-23.9442,44.1525,-22.2915,-26.12104162393163,-11.814113789529918
MW,161,161,2300.0,2,-24.529484313359234,43.556391149880454,-22.140465290645547,-23.51102749689484,-19.962638377225346
MW,161,161,2300.0,3,-24.523518970622593,43.54429173392821,-22.16587158101805,-23.450139965751323,-22.734526307715292
MW,162,162,2314.2857,1,0.0,0.0,0.0,0.0,0.0
MW,162,162,2314.2857,2,-24.861346976414918,44.13892296285257,-22.411373877566227,-23.249053157100114,-18.82888649936835
MW,162,162,2314.2857,3,-24.835370439553753,44.16390232251521,-22.440469116795132,-19.909628269316936,-18.348281603777732
MW,163,163,2328.57142,1,-25.360473372781065,44.824601775147926,-22.598836686390534,-23.773281624007943,-9.380687562896828
MW,163,163,2328.57142,2,-25.199375388456236,44.73732196221634,-22.667952558035548,-21.797028916470783,-17.502420688285596
MW,163,163,2328.57142,3,-25.14098921663286,44.75937273245436,-22.704138247951317,-25.52145899892348,-22.032380751973253
MW,164,164,2342.85712,1,-25.7632,45.5311,-22.536,-24.063586736788622,-10.024233769004066
MW,164,164,2342.85712,2,-25.535278508706654,45.373577623158205,-22.90314843726745,-22.03315827184165,-17.89832751707908
MW,164,164,2342.85712,3,-25.49765767484787,45.335353614401626,-22.96699374219067,-22.08592012399034,-19.64543793063872
MW,165,165,2357.14284,1,-26.434176222596964,45.62748246205734,-22.882019561551434,-16.024963053106216,-10.981720258517036
MW,165,165,2357.14284,2,-25.890723615030446,45.986371554284865,-23.162787490717363,-22.06894667069744,-19.471893536697504
MW,165,165,2357.14284,3,-25.84693000021294,45.92936750557696,-23.261482313526667,-24.103011725345624,-19.88195958801844
MW,166,166,2371.42857,1,0.0,0.0,0.0,0.0,0.0
MW,166,166,2371.42857,2,-26.221091667591256,46.60660447871593,-23.430189189688967,-22.857269529906734,-18.690779345061394
MW,166,166,2371.42857,3,-26.18576887346318,46.5443485228241,-23.52656726983161,-22.13823153969299,-16.89867923758772
MW,167,167,2385.71427,1,-26.725154385964913,47.264068421052635,-23.70919298245614,-18.314917568880084,-14.796016075322106
MW,167,167,2385.71427,2,-26.554754950768892,47.21724453663754,-23.677653062654425,-23.46515821430528,-18.137051732279243
MW,167,167,2385.71427,3,-26.51708705740365,47.17845293387424,-23.774896271805275,-22.775501316564554,-17.986807747002192
MW,168,168,2399.99999,1,-26.338050000000003,47.55985,-23.9195,-21.30066506972112,-18.91010503027889
MW,168,168,2399.99999,2,-26.89684938640133,47.830317173392295,-23.940227580615442,-22.625304764751935,-18.957555840347283
MW,168,168,2399.99999,3,-26.894612575745285,47.777526400324476,-24.03174583678767,-27.407264943464916,-16.504778062521932
MW,169,169,2414.28571,1,-27.35008011212379,48.05859029222273,-24.195069638288082,-21.787960818811886,-23.10788209475248
MW,169,169,2414.28571,2,-27.22669442890786,48.45637997865764,-24.213969789520164,-24.906146773090995,-19.908589061761983
MW,169,169,2414.28571,3,-27.264652307988644,48.398151315896186,-24.30647732623682,-25.97864176351494,-19.981601219178387
MW,170,170,2428.57141,1,-27.614720462633453,49.063724911032025,-24.528534519572954,-24.55581884915086,-23.450213946053953
MW,170,170,2428.57141,2,-27.58623721399978,49.06229197179478,-24.487662936574974,-24.72242452538129,-19.556616183376818
MW,170,170,2428.57141,3,-27.641193514395784,48.9942364642133,-24.596944127757503,-25.062508992753628,-19.17782345983751
MW,171,171,2442.85713,1,-28.44765294117647,49.50808823529412,-24.775182352941176,-23.704660638000007,-17.509326994000006
MW,171,171,2442.85713,2,-27.95427623853211,49.632082286238536,-24.768413952293578,-26.877707233109085,-20.993837342143628
MW,171,171,2442.85713,3,-28.07909172489874,49.67175879286144,-24.847687323440947,-26.659054793260058,-18.39289719388877
MW,172,172,2457.14286,1,-28.5227,50.4576,-25.5446,-26.34190509558069,-16.366400466598154
MW,172,172,2457.14286,2,-28.36255854142186,50.25188375073443,-25.067189596797885,-26.049470506431533,-19.59547351400831
MW,172,172,2457.14286,3,-28.386618292579076,50.242176311841035,-25.1178442595296,-25.280778673535227,-19.43697796368225
MW,173,173,2471.42856,1,-28.3962,50.92185,-25.182299999999998,-31.355776395571585,-15.805648017507727
MW,173,173,2471.42856,2,-28.728195661732375,50.8656100285798,-25.345670892569252,-25.01096140182442,-19.360122709383152
MW,173,173,2471.42856,3,-28.784425159837728,50.88154657403651,-25.400181423184584,-28.95908290395431,-18.66477830918278
MW,174,174,2485.71428,1,-28.992649999999998,51.388775,-25.459925,-35.7399752814433,-17.34687304020619
MW,174,174,2485.71428,2,-29.0927973340188,51.50391001395417,-25.631330133666275,-25.120544748172772,-19.94237904805096
MW,174,174,2485.71428,3,-29.170370240413877,51.52695507202272,-25.66349068839521,-24.89227961367832,-19.1434112668073
MW,175,175,2500.0,1,-29.512867728323698,52.51029179190751,-25.80269538150289,-38.28836710454067,-21.048325883843724
MW,175,175,2500.0,2,-29.48223564141284,52.19495587639498,-25.91104604986925,-25.5474286840449,-20.30210813968313
MW,175,175,2500.0,3,-29.499338694035302,52.22336869350781,-25.929560113735036,-21.726483925043976,-19.555169812906776
MW,176,176,2514.2857,1,-30.210250000000002,52.89385,-26.357799999999997,-35.65906719182391,-22.00727041194969
MW,176,176,2514.2857,2,-29.847581912612746,52.92753703238208,-26.202980774064763,-24.452192900395417,-21.185689069236847
MW,176,176,2514.2857,3,-29.838021893690403,52.917441720430105,-26.23575119435991,-25.148339844559477,-21.775216733259917
MW,177,177,2528.57142,1,-30.73879476744186,53.7515988372093,-26.26444069767442,-29.315575387628876,-23.20418406597939
MW,177,177,2528.57142,2,-30.18926570212766,53.66685861239593,-26.513250460684553,-22.549225391016734,-21.305449920361205
MW,177,177,2528.57142,3,-30.255774873471026,53.68579835371967,-26.513404876539003,-22.943371742232483,-18.665381868556363
MW,178,178,2542.85712,1,-30.532002,54.792944,-26.899042,-29.033053663113012,-22.13563273081024
MW,178,178,2542.85712,2,-30.537183807228917,54.43141132159407,-26.817344674698795,-23.022046787881944,-22.26888007988353
MW,178,178,2542.85712,3,-30.58058790194506,54.419510473230396,-26.817855120513336,-23.671774113427194,-20.96410873372196
MW,179,179,2557.14285,1,-31.18729339953271,55.38061261682243,-26.805767797897197,-31.11029802742617,-23.009043508438822
MW,179,179,2557.14285,2,-30.883696363163565,55.189296114268735,-27.122036513243433,-22.880287040355842,-20.609596088480043
MW,179,179,2557.14285,3,-30.932377161459794,55.14749554762382,-27.064868892320032,-27.29660760499011,-18.401082314596618
MW,180,180,2571.42857,1,-31.515461589403973,56.35619602649007,-27.00212913907285,-27.61978300588866,-24.0288406895075
MW,180,180,2571.42857,2,-31.26644575191164,55.86674910790144,-27.398637836306996,-25.164359165310955,-21.43141172153515
MW,180,180,2571.42857,3,-31.29560443954281,55.8978827070383,-27.356563628975337,-24.506461028417583,-20.15334466993407
MW,181,181,2585.71427,1,-31.848870454545455,56.729122727272724,-27.109602272727273,-22.055226851931337,-24.024798811158803
MW,181,181,2585.71427,2,-31.640400602296957,56.710556028581045,-27.697280977142643,-25.19778824319279,-20.559915521488264
MW,181,181,2585.71427,3,-31.674844169240025,56.63871415079206,-27.654976000721877,-27.897455929737895,-20.234707363656394
MW,182,182,2599.99999,1,-32.0124,57.6539,-27.7086,-13.86979830430221,-26.4764838573977
MW,182,182,2599.99999,2,-32.01324788510574,57.46622008024599,-27.976726428678568,-24.30533532168016,-19.926631055806588
MW,182,182,2599.99999,3,-32.088192602286405,57.43833393301244,-27.94921288146811,-27.223793489221297,-21.380301100591733
MW,183,183,2614.28571,1,-32.37047766143107,57.84502827225131,-28.557093019197207,-16.22241077538462,-27.20142216000001
MW,183,183,2614.28571,2,-32.38476434744397,58.16208875054929,-28.216915760949174,-23.605059685286083,-20.018259939159318
MW,183,183,2614.28571,3,-32.47355531087044,58.21186010589651,-28.231264685519456,-24.90914184109103,-23.237037051135115
MW,184,184,2628.57141,1,-32.87115,59.00495,-28.377100000000002,-16.646517083916088,-26.05665235264736
MW,184,184,2628.57141,2,-32.72606161572679,58.91992361888363,-28.481167341081935,-25.39249118727057,-18.89446485781175
MW,184,184,2628.57141,3,-32.85717804653029,59.009854327115924,-28.54052022482952,-29.141455625154464,-19.394186729501328
MW,185,185,2642.85713,1,-32.58713932455638,60.11937492844877,-28.926777756153406,-18.18311275778895,-19.4410839757789
MW,185,185,2642.85713,2,-33.16887923031727,59.720228613396,-28.762802805522913,-26.215805488186646,-19.953680070800598
MW,185,185,2642.85713,3,-33.270242974127555,59.798895967509026,-28.807945495387084,-28.55907510385633,-20.09857496126047
MW,186,186,2657.14286,1,-32.893333276353275,61.110731965811965,-29.34062874074074,-24.50568497147118,-23.040799538767402
MW,186,186,2657.14286,2,-33.54940553970875,60.48383885302507,-29.0554070559976,-26.342280114687156,-20.872501440700894
MW,186,186,2657.14286,3,-33.6619296430004,60.586937125952666,-29.1170698596069,-26.197666097701934,-22.785858939113254
MW,187,187,2671.42856,1,-33.421018129661505,61.91419231210556,-29.692655393000575,-32.12608760358567,-24.025488282868533
MW,187,187,2671.42856,2,-33.937196833878296,61.28710845362469,-29.35341914028232,-25.80565905296628,-21.200206630734193
MW,187,187,2671.42856,3,-34.02690810541516,61.38034146811071,-29.430092252908143,-23.67783032251704,-21.27019018511761
MW,188,188,2685.71428,1,-33.53213156069364,62.56559150289017,-30.100201335260117,-33.72979124660495,-25.251271224279844
MW,188,188,2685.71428,2,-34.317408867308764,62.11158774178142,-29.661130032635516,-26.07453110135236,-20.812277051286955
MW,188,188,2685.71428,3,-34.38896663557962,62.15391614520658,-29.72938181648616,-24.164318698728355,-20.72186004338961
MW,189,189,2699.99998,1,-34.13087443478261,63.274821217391306,-30.487340139130435,-33.91148827899688,-23.699595854336476
MW,189,189,2699.99998,2,-34.67865085392009,62.91405336404798,-29.971873572166178,-26.450765047398438,-22.120043112911045
MW,189,189,2699.99998,3,-34.759574041536304,62.97626997593261,-30.0175576377858,-25.534272183754116,-18.65641699373875
MW,190,190,2714.2857,1,-35.09015515151515,63.694934545454544,-30.75008484848485,-31.215349482722527,-26.337871285654458
MW,190,190,2714.2857,2,-34.95427338621341,63.73100508404155,-30.279158829084043,-27.08813594908473,-21.312475596150662
MW,190,190,2714.2857,3,-35.06662294078605,63.83977646079808,-30.30186290094245,-20.439478736705524,-20.990824904354522
MW,191,191,2728.57142,1,-35.38435333333334,64.44894,-30.81414,-30.449909378381264,-24.27366144560171
MW,191,191,2728.57142,2,-35.33166450714823,64.49475687358917,-30.596973901429646,-27.602916567217314,-22.833487461020084
MW,191,191,2728.57142,3,-35.40320593021857,64.62639752356127,-30.614960350010026,-24.354801939146697,-21.042948387376295
MW,192,192,2742.85712,1,-35.433478975580705,65.79739023228112,-31.516921072066708,-32.77255333368533,-21.714083005279836
MW,192,192,2742.85712,2,-35.72192788947546,65.28550084241267,-30.922585356995768,-27.89816007286303,-22.59938511621938
MW,192,192,2742.85712,3,-35.775671518147185,65.45643231201123,-30.934134000802086,-26.257322128251325,-23.212668701845345
MW,193,193,2757.14285,1,-36.112138461538464,66.49078461538461,-31.529123076923078,-32.81754309623251,-19.440934387621102
MW,193,193,2757.14285,2,-36.11834245357049,66.07712738313217,-31.23947478793767,-29.263796155549688,-22.8074596728738
MW,193,193,2757.14285,3,-36.18251030479246,66.24505847202727,-31.263504119310205,-26.494035694055487,-21.851622704132545
MW,194,194,2771.42857,1,-36.439350000000005,67.07374999999999,-31.42585,-37.73966272041714,-17.488105986827673
MW,194,194,2771.42857,2,-36.53664391336819,66.90108944361464,-31.56670982823002,-28.74832893125814,-24.59875456718686
MW,194,194,2771.42857,3,-36.58683512151594,67.0623649548827,-31.6029230356928,-27.171061819642546,-25.179094647683144
MW,195,195,2785.71427,1,-37.03944312267658,68.44092862453532,-31.934517657992565,-36.832201221293204,-20.16656913344482
MW,195,195,2785.71427,2,-36.921254485434,67.75432499906748,-31.903434335484352,-28.936841266457616,-24.041717228146005
MW,195,195,2785.71427,3,-37.00954401142972,67.87144609183878,-31.97124289492681,-30.791085587745208,-23.533056872078475
MW,196,196,2799.99999,1,-37.530363694267514,69.08368598726115,-32.363677070063694,-30.57994958168265,-22.15911852161875
MW,196,196,2799.99999,2,-37.29627926697272,68.58950588959803,-32.25198565670138,-29.87173938249525,-24.694818816076435
MW,196,196,2799.99999,3,-37.43024963846,68.69329315821135,-32.3361270028073,-30.25820519678627,-23.16243941189963
MW,197,197,2814.28571,1,-37.90437950664137,70.4992037950664,-32.562668880455405,-29.060659296178354,-18.59373198832272
MW,197,197,2814.28571,2,-37.541888578602176,69.35718019061284,-32.57787763886042,-31.505837851637224,-24.506049757527478
MW,197,197,2814.28571,3,-37.844784642670945,69.54462831963104,-32.67624183224383,-28.15274354517477,-22.965669862805015
MW,198,198,2828.57141,1,-38.12173339587242,71.4815311444653,-33.03614071294559,-26.278810396246094,-24.53097656381648
MW,198,198,2828.57141,2,-38.000774773018726,70.20762542703257,-32.93132413952296,-31.804059154171977,-25.321473695676698
MW,198,198,2828.57141,3,-38.234345248646484,70.4140875295769,-33.005206294746344,-26.440301764672242,-23.81732136036076
MW,199,199,2842.85714,1,-38.3631,70.8296,-33.614,-28.29915024733669,-24.871950108542716
MW,199,199,2842.85714,2,-38.42456973865903,71.09967215772515,-33.27732235462589,-30.08185735568135,-24.039750402424122
MW,199,199,2842.85714,3,-38.65220586003609,71.30220715600561,-33.34319401042711,-31.23246738396746,-22.059698456621952
MW,200,200,2857.14286,1,-39.0906,71.9806,-33.6689,-28.39634575089286,-26.223309128968257
MW,200,200,2857.14286,2,-38.82881956067479,71.95121172213445,-33.60458507211661,-30.053224740119777,-23.879139217316034
MW,200,200,2857.14286,3,-39.0717398526168,72.16007354722278,-33.66192717585723,-28.942168811988566,-20.050828416003082
MW,201,201,2871.42856,1,-39.614365317919074,72.89646300578035,-34.47990462427746,-21.8073952781158,-19.16063660058881
MW,201,201,2871.42856,2,-39.224424747577764,72.78809926058133,-33.93419526262111,-29.86428833445436,-23.959215971049314
MW,201,201,2871.42856,3,-39.4992719694606,73.02094049528775,-34.003899959294166,-29.326690136271708,-27.973585947812705
MW,202,202,2885.71428,1,-39.4902,74.0736,-34.3066,-21.272245185556677,-21.676629129388168
MW,202,202,2885.71428,2,-39.66359751829006,73.62007621575097,-34.27421080189356,-31.201779199233087,-24.979082003251545
MW,202,202,2885.71428,3,-39.94439130178464,73.88336166232203,-34.36233715760979,-31.047614665998687,-24.304412081786193
MW,203,203,2899.99998,1,-40.188224,74.489816,-34.806086,-21.27010557489879,-22.388386385627538
MW,203,203,2899.99998,2,-40.09772376152074,74.46450705645161,-34.62449449884792,-32.4886097525463,-25.334929880424124
MW,203,203,2899.99998,3,-40.36753670503309,74.8124738159214,-34.712466319049526,-28.844949784063402,-26.82345379379926
MW,204,204,2914.2857,1,-40.12889337349397,75.39492409638554,-35.23877710843374,-31.04236719700001,-24.270544901000008
MW,204,204,2914.2857,2,-40.528686848104876,75.39368371330863,-34.99418556568823,-31.77065659076565,-26.503353371607123
MW,204,204,2914.2857,3,-40.78609824664127,75.76371057549629,-35.064991957910564,-27.40509580787506,-28.22871029472064
MW,205,205,2928.57142,1,-40.88504093264249,76.43849050086355,-35.21345244674727,-36.55172344124353,-26.923344099481874
MW,205,205,2928.57142,2,-41.0025699137931,76.32282764367817,-35.384715431034486,-32.05047306564134,-27.627502974052025
MW,205,205,2928.57142,3,-41.22476031441749,76.72134045919391,-35.448459083537195,-29.34519902600375,-25.091852375291534
MW,206,206,2942.85712,1,-41.475091324736226,77.30074460726847,-35.56167409144197,-39.060336318181825,-26.792978806818194
MW,206,206,2942.85712,2,-41.425624017908724,77.27274410745234,-35.797250216637785,-31.856472480783356,-28.768668647142178
MW,206,206,2942.85712,3,-41.59544277140566,77.66980905754963,-35.84941415279727,-30.61285425296566,-27.327877895156323
MW,207,207,2957.14285,1,-41.838762425991604,78.88326271581894,-35.96002159288614,-40.70947134604318,-24.687981508735874
MW,207,207,2957.14285,2,-41.83379071314914,78.26606827715898,-36.24546176768408,-31.690807107789915,-29.479643065798065
MW,207,207,2957.14285,3,-41.944507866842315,78.59125028374544,-36.24685920360762,-27.24411941414075,-28.899285284081188
MW,208,208,2971.42857,1,-42.44346369047619,79.20985,-36.020250595238096,-37.69576589263159,-27.4092020063158
MW,208,208,2971.42857,2,-42.234352519970955,79.27594422657953,-36.64441879448076,-32.36312815422032,-27.94689898143837
MW,208,208,2971.42857,3,-42.33394564633158,79.56444535873531,-36.648118302391566,-30.352809741843036,-23.87549012720459
MW,209,209,2985.71427,1,-42.77738,80.35934,-37.16698,-35.25458892423926,-24.899743871983215
MW,209,209,2985.71427,2,-42.65675991873458,80.27185441880714,-37.05867894354956,-33.138854343364834,-29.01112784649132
MW,209,209,2985.71427,3,-42.72315804884475,80.53248901499798,-37.01576379813539,-28.990391991742108,-26.549704735813652
MW,210,210,2999.99999,1,0.0,0.0,0.0,0.0,0.0
MW,210,210,2999.99999,2,-43.04302177535191,81.33065804366561,-37.466179819017526,-34.18408987136971,-29.120826872761892
MW,210,210,2999.99999,3,-43.23513084288876,81.57660185274592,-37.35649326352846,-28.898688566372854,-28.938373463420017
MW,211,211,3014.28571,1,-42.890100000000004,82.429575,-38.032575,-29.836896802757163,-28.623867677730654
MW,211,211,3014.28571,2,-43.453089106785,82.39164944174063,-37.8527872745491,-32.099837947729796,-28.816517352544643
MW,211,211,3014.28571,3,-43.631312486220075,82.63258026956346,-37.74701988342386,-25.618156373493182,-30.052219452360323
MW,212,212,3028.57141,1,-44.074743804450804,85.30357112355543,-37.49467146176031,-27.23312859842438,-29.319342566176477
MW,212,212,3028.57141,2,-43.84654387419585,83.45759093638313,-38.26167969978556,-32.68570300322082,-29.472110556280683
MW,212,212,3028.57141,3,-43.94930291877659,83.72493897103504,-38.20795685193438,-29.382905733802513,-28.98488981693425
MW,213,213,3042.85714,1,-44.577286475099704,86.38429595927924,-37.86493012235589,-30.175849082649847,-35.850678346435345
MW,213,213,3042.85714,2,-44.26528077918344,84.54843224554341,-38.678294882116155,-33.17200892226577,-29.4631646443441
MW,213,213,3042.85714,3,-44.37825820741341,84.82358657079197,-38.61292015880089,-28.05479898464412,-31.532212190962223
MW,214,214,3057.14284,1,-45.040964325920825,87.4129305074536,-38.26910068817865,-34.03025279581153,-39.34126732356022
MW,214,214,3057.14284,2,-44.64356593754497,85.70737091667866,-39.09103757375162,-31.485352088642262,-29.168847354568598
MW,214,214,3057.14284,3,-44.7564263471744,85.96472596718655,-39.019408533178044,-27.73600277679631,-29.551284600362564
MW,215,215,3071.42856,1,0.0,0.0,0.0,0.0,0.0
MW,215,215,3071.42856,2,-45.058575493844835,86.87193562839965,-39.46124079587747,-31.49318150910327,-28.221917361482905
MW,215,215,3071.42856,3,-45.27495720856798,87.05048933628319,-39.31570561665326,-29.49527394008792,-24.59237387861539
MW,216,216,3085.71428,1,-42.11441769382607,82.4365148311722,-32.45679284323435,-35.770758847117804,-29.267616839599004
MW,216,216,3085.71428,2,-45.4918340389016,88.03191139874141,-39.8377272597254,-34.237666020236375,-27.365625291864536
MW,216,216,3085.71428,3,-45.678878699115046,88.18566749195494,-39.671980838093326,-28.96194059363577,-25.25202622119225
MW,217,217,3099.99998,1,-46.3145052,89.3518218,-40.2114262,-34.55868179057592,-30.857458563350793
MW,217,217,3099.99998,2,-45.95225752085131,89.2321627840092,-40.240612812769626,-33.83827439833619,-28.630897053175612
MW,217,217,3099.99998,3,-46.12181993563958,89.36895545052293,-40.07053867890185,-32.479823108151585,-30.87205532029082
MW,218,218,3114.2857,1,-43.02314151875654,84.34939953094523,-33.116459072418635,-39.88392973989219,-38.27157396495958
MW,218,218,3114.2857,2,-46.40931731819489,90.48200377982178,-40.667867102615695,-33.32837917400268,-30.143322560910935
MW,218,218,3114.2857,3,-46.602045134754626,90.5444157683025,-40.4999956498391,-32.666650519792825,-28.63831706156051
MW,219,219,3128.57143,1,0.0,0.0,0.0,0.0,0.0
MW,219,219,3128.57143,2,-46.84392628232914,91.70381265713047,-41.11036844386649,-33.66212312483528,-30.61250396254222
MW,219,219,3128.57143,3,-47.044623980088495,91.75611572807723,-40.942359604384556,-30.71952092792595,-33.681297173683056
MW,220,220,3142.85713,1,-43.880352976826885,86.35448871298034,-33.78746030885706,-47.57454151455028,-38.14827349470901
MW,220,220,3142.85713,2,-47.3023012394284,92.93174249052201,-41.532956372120154,-34.0827259161102,-30.022956864802566
MW,220,220,3142.85713,3,-47.39664648846154,93.01649834008097,-41.43942155931174,-33.21541790142952,-30.428202491900162
MW,221,221,3157.14285,1,-44.31396156528982,87.3676868200173,-34.20491060229522,-51.726300887298706,-41.3634062974026
MW,221,221,3157.14285,2,-47.71186624447717,94.19535044182622,-41.97058905743741,-33.67392606851224,-31.144154337173852
MW,221,221,3157.14285,3,-47.84752772637118,94.196184537543,-41.860361304594214,-30.87278733229145,-29.278015321065382
MW,222,222,3171.42857,1,-49.314254347826086,95.07683043478261,-42.652330434782606,-38.245814231127206,-35.047653728024834
MW,222,222,3171.42857,2,-48.17365303755256,95.40818841525301,-42.409443772654775,-36.224652985942924,-30.814767404612226
MW,222,222,3171.42857,3,-48.308797842105264,95.3966025708502,-42.316289969635626,-36.35523503597355,-29.842882776705626
MW,223,223,3185.71427,1,-49.355343859649125,96.48678771929825,-42.623588304093566,-33.62069032171315,-32.537577902390446
MW,223,223,3185.71427,2,-48.65199090778098,96.65409325648415,-42.85738887608069,-36.92031262979279,-30.897614452494548
MW,223,223,3185.71427,3,-48.80479427530364,96.556075951417,-42.75301038279352,-34.39883485637924,-30.81081960365157
MW,224,224,3199.99999,1,0.0,0.0,0.0,0.0,0.0
MW,224,224,3199.99999,2,-49.12715860950501,97.91344648145537,-43.2990156254407,-37.030641995111054,-30.529507423230715
MW,224,224,3199.99999,3,-49.30095964155529,97.75202490886998,-43.161802496557314,-37.928016565067146,-26.900767097072425
MW,225,225,3214.28569,1,0.0,0.0,0.0,0.0,0.0
MW,225,225,3214.28569,2,-49.62798813655761,99.19712046941679,-43.71580809388335,-36.88200410616776,-30.162190774858924
MW,225,225,3214.28569,3,-49.825014707430654,99.00845011135857,-43.595178022352705,-35.887280956427794,-30.664499408004414
