snapshot,time_Myr,exp_I0,exp_r_d,sersic_I0,sersic_re,sersic_n
48,685.71427,5128.282812456975,0.3525104424198593,199.04323865199098,1.343634111414928,3.4945633571238224
49,699.99999,4916.115316680626,0.36114581333762186,191.68624095554185,1.3850684441952084,3.384619188352484
50,714.28571,5153.891642628601,0.34879674565463076,162.68953120394772,1.4884912730755684,3.902327870552861
51,728.57141,4799.712353932742,0.36526570217747467,204.93784881435172,1.3354497546014832,3.1963010886252774
52,742.85714,4916.501147260321,0.3603748595806032,218.78896123165404,1.2809461692124957,3.17921619558366
53,757.14284,5033.1935211077825,0.3567552979025972,236.4374760000121,1.2250726677093122,3.1312179715792716
54,771.42856,4731.486735358755,0.36921175261265393,229.86432901129186,1.258052962250157,2.9608827750712523
55,785.71428,4799.596825225046,0.36738493100095154,273.2442967767375,1.1433949410740658,2.72598416373798
56,799.99998,4957.457703936002,0.3580942960169773,199.79860075641076,1.3426348413556957,3.369719762702952
57,814.2857,5072.254902778281,0.3533561305751265,199.49852247542142,1.3375265349807215,3.4638613510478886
58,828.57143,4724.483286708901,0.3720677621440109,243.93236367101227,1.2279811470757362,2.842948753851439
59,842.85713,4822.385985652337,0.3675445438947673,244.38765851815765,1.2217395395203043,2.905748248974933
60,857.14285,4999.967366992797,0.35502319842340874,157.254298301115,1.5282642726053222,3.820800501796065
61,871.42857,5084.00701626023,0.3511793410791745,158.45724360662174,1.513521694826766,3.8888862129272397
62,885.71427,5072.380018292033,0.35472047928085687,218.88019433020133,1.2761660459309814,3.290248929175726
63,899.99999,5044.751360939749,0.35267963692933285,152.07360841215564,1.5515079984294582,3.9251496668468295
64,914.28569,4846.002320876948,0.3657638477862951,235.10582125441013,1.2441645539010788,2.98979689301505
65,928.57142,4696.6213366128695,0.3749463688299355,281.1365810564233,1.141085238388732,2.597200235430417
66,942.85714,5023.086719194759,0.35644674889041045,204.6089762781795,1.3267997065959944,3.3683014460578145
67,957.14284,5012.124368838048,0.356554719895328,208.5292722214992,1.311866308296629,3.3303604665126696
68,971.42856,4895.8938929462265,0.3608805930969614,206.5731084381289,1.3226546707595186,3.2607447651086696
69,985.71428,5110.246653598542,0.3496716903336622,163.01448526261842,1.4844048646696264,3.873065041983718
70,999.99998,4933.836463103908,0.36034456066878456,207.97970372717597,1.3204008925121187,3.2692953353315706
71,1014.2857,4719.929213766439,0.3738886296539253,265.0433139502495,1.1787020197018554,2.7005696371072156
72,1028.57143,4987.504812785004,0.35933415737088736,210.21744942767782,1.3163045656276164,3.2766922139440786
73,1042.85713,4806.068182321605,0.36780295003534635,204.5224046201838,1.3500012746607954,3.1794641970130226
74,1057.14285,4943.740694277608,0.3610244405017569,216.80465685974457,1.2953718993428867,3.1934631191737757
75,1071.42857,4714.322177052083,0.372871029796172,255.74141757084774,1.1982755824779814,2.757881426854434
76,1085.71427,4819.002114297801,0.36183991495067286,144.17506236336854,1.615806987400229,3.808949659581018
77,1099.99999,4373.897425140678,0.39436299723440943,361.56582935293784,1.0135412950125657,2.044277334904514
78,1114.28569,4279.1308731351555,0.3991299850377148,370.51495846844625,1.001873964144111,1.9672760823675373
79,1128.57142,4404.06068291526,0.3881630029259518,286.3435836119276,1.1373900782716149,2.4043476327732463
80,1142.85714,4636.3039482419645,0.37619245743117996,274.6864097075825,1.152029645947817,2.6068036825673806
81,1157.14284,4715.838369350211,0.36936569965718935,225.06060941807007,1.2721311604422774,2.984773281633824
82,1171.42856,5099.614091618816,0.3514521213021148,183.2656485453243,1.3969983769167318,3.643204833234838
83,1185.71428,4734.173150620897,0.37183708738152704,247.89409605321555,1.2171353841913182,2.8234680901860467
84,1199.99998,4744.836459432922,0.369105735785758,209.92570775995,1.327109584219485,3.1046690002709036
85,1214.28571,4822.766381477053,0.365430752802864,204.90561586969596,1.3398575893892417,3.203508062364944
86,1228.57143,4905.761687119272,0.3603261588621388,190.2152618847405,1.3849538771889702,3.404075130777924
87,1242.85713,4945.354085343389,0.358391116448764,202.65820966724414,1.3321316605134492,3.335773213345692
88,1257.14285,4884.709108104121,0.36212033380333586,225.8889071903327,1.2614257488547487,3.100163031265737
89,1271.42855,4967.796125901994,0.3576606480086771,208.209845060228,1.3116476444053626,3.3068867684125083
90,1285.71427,4842.276395881424,0.3647185248899332,226.65695808867713,1.2644888360679403,3.057677508219737
91,1299.99999,4854.254129939826,0.36425912889313383,235.4714901475717,1.23700629048421,3.005632612128823
92,1314.2857,4753.218720928309,0.3683797763998672,257.74976091378636,1.1797697828609848,2.7920822433051415
93,1328.57142,4583.852562738198,0.3762265451739478,249.67823303361465,1.2090674086133602,2.7300161010411155
94,1342.85714,4608.811725954571,0.3789490260291439,300.418631690514,1.1014783894461662,2.450414599204001
95,1357.14284,4354.632492346094,0.391636699654847,269.7480028671282,1.180780098494586,2.4606627516009216
96,1371.42856,4478.230971464545,0.38401773599845895,279.54722258754964,1.148020319450994,2.484931069903284
97,1385.71428,4810.4886988530625,0.3646501123163745,216.78407942575998,1.2920433873804302,3.1170193360162406
98,1399.99998,4671.981277846622,0.37307418546339527,247.06362438250034,1.2159765429280833,2.7975943878569294
99,1414.28571,4456.1084867835125,0.3859761210688174,274.9722550588531,1.1632545607609983,2.4902898410975824
100,1428.57143,4587.332988281035,0.3798545112342587,285.9629513366765,1.133727481036026,2.5080347828244056
101,1442.85713,4629.806148303478,0.3779871683195811,260.16576290647316,1.1934626528483927,2.677543946892263
102,1457.14285,4753.75457332667,0.3687307225132598,230.24571489994253,1.2586380511594957,2.967270288579337
103,1471.42855,4948.276033588908,0.3570726159126148,199.94760434327935,1.336421096453232,3.3724497844611676
104,1485.71427,4756.483752695602,0.3656179594995717,217.71170212498464,1.285068590407568,3.0837974285619176
105,1500.0,5037.353235196316,0.3526994800590955,189.92016144200764,1.3655372292167893,3.5480952524703238
106,1514.2857,5079.028026688147,0.35233937003880716,190.94193248326198,1.3651236887656464,3.561419063535574
107,1528.57142,4927.0772985730355,0.36084149971543145,237.66799080651109,1.225618706495537,3.0459088837545414
108,1542.85714,4802.186260806433,0.3645438527452829,193.92477324135183,1.373845677787286,3.2970657583572094
109,1557.14284,4528.173333374918,0.3832177682892451,288.5699416354064,1.1315872184982254,2.459738442696085
110,1571.42856,4524.969279554565,0.38544869222201894,334.4923575841763,1.0489832923701714,2.234608338305777
111,1585.71428,4908.4110895118965,0.35821059017993356,177.33243355491038,1.4310361889395544,3.5416075028213956
112,1599.99999,4698.098745145749,0.3736433044496388,289.40284622188955,1.1180191206473566,2.5616924992146
113,1614.28571,4793.795956154827,0.36724859034170826,231.38853283981106,1.2537627066612977,2.98801681676579
114,1628.57141,4761.487527684928,0.36819772713552434,252.82036924660719,1.1924557750313949,2.8288903322765546
115,1642.85713,4805.816666831591,0.36601300528302805,259.15817021824347,1.1722201260335705,2.825026617932531
116,1657.14285,4632.985779563636,0.3757188380860124,298.8637004685708,1.0960977478762102,2.4839353659992036
117,1671.42855,4586.490774711231,0.37965729409222143,318.20217542836326,1.066132619872461,2.3551568951579664
118,1685.71427,4619.0258682532785,0.3774481071746542,305.1795897606996,1.0879685923515376,2.437829140296044
119,1700.0,4438.571162548016,0.3838150146291979,232.60510604338432,1.2667670758519807,2.7426701643784113
120,1714.2857,4292.89111886769,0.3967223322389263,318.7861104185021,1.0834912582732303,2.18416652535496
121,1728.57142,3899.6623580044215,0.42431254556084774,347.2212727852722,1.0588833426107034,1.8715087460704942
122,1742.85714,3961.2531517141074,0.42006261016452723,357.7807805910123,1.0387073507414692,1.861387410313902
123,1757.14284,4071.2329031713134,0.4130895225450066,362.26325498407596,1.0269272497643565,1.8965947640648901
124,1771.42856,3982.0776136392865,0.4175379580830129,348.1604180357525,1.0503251710278467,1.9082160145842828
125,1785.71429,4133.693189518628,0.4046740931217289,318.1107572948004,1.0875955188078992,2.1088969353280484
126,1799.99999,4307.907178085755,0.39391286523002145,317.78936330092193,1.078173245328521,2.2038067678579374
127,1814.28571,4074.667623511122,0.41319504449094996,415.3719309727233,0.9520369161338271,1.7250112078485424
128,1828.57141,4268.652356300496,0.3967365915777271,320.0230800861362,1.0773589524178586,2.1722123135905935
129,1842.85713,4583.885176025999,0.3763699275092885,251.22652230300474,1.2040185031945059,2.7250650148661437
130,1857.14285,4753.55951083548,0.3694960181807878,292.5629596651227,1.1024582125778268,2.5911480212507367
131,1871.42855,4726.436363227017,0.37194956375079286,289.5586781451581,1.1141716157870718,2.5841080593886274
132,1885.71428,4855.4281151524865,0.36291484285735426,215.90376672720083,1.292677550840553,3.1594995155306846
133,1900.0,4861.409345287524,0.36234326012763546,217.46477262384593,1.2862086073139758,3.1527820846283787
134,1914.2857,4899.325600635503,0.3610475069965128,227.3554255392782,1.2536764279040806,3.1065238826581583
135,1928.57142,4846.525349053431,0.3637013191300279,236.41605157910345,1.2302312488264713,3.003366393204239
136,1942.85714,4892.502298986545,0.36000837709399564,237.17903075362125,1.2188463127806677,3.0438063916131326
137,1957.14284,4935.714069922057,0.3585377095461198,213.96907649083832,1.2903630502315377,3.2450837903716527
138,1971.42856,4589.67718015875,0.37912012937161044,286.4365250563365,1.1292914826060931,2.5140213854343654
139,1985.71427,4877.365974377975,0.36142378731247576,208.33842046367238,1.3155148541463673,3.2379166756176323
140,1999.99999,4637.142440762667,0.37386793460473455,243.9311811785093,1.2223255582910755,2.8024992849788295
141,2014.28571,4520.325725172193,0.3841740266460765,340.8071834808586,1.0331187583100905,2.2125856479697354
142,2028.57141,4558.405495448244,0.38030301973817354,285.685408428103,1.1312877142338607,2.500246754917227
143,2042.85713,4476.078344397571,0.3904853833485759,402.11354757196074,0.9556058410244507,1.9462271315511686
144,2057.14285,4933.651229359068,0.3596014948472884,228.3073890168373,1.2489968520480585,3.1252395382821074
145,2071.42855,4911.725827298395,0.3577653930307713,184.15636226983412,1.3969449661498103,3.4938793621051856
146,2085.71428,4724.264417392478,0.36881643228002703,265.92928312809426,1.156551114231298,2.7326685191976434
147,2100.0,4656.807080942388,0.3725696541341991,269.4799132112695,1.1534155027419555,2.6646932788017126
148,2114.2857,4529.943790456041,0.38180668247158583,305.0642486100487,1.0917532199473008,2.387457522141904
149,2128.57142,4572.423584722004,0.3839388347891774,399.79073071580797,0.9510531960835071,2.0039111492234625
150,2142.85714,4940.006946794512,0.35799245027620896,188.44220587698183,1.3845393031763544,3.4625428546550845
151,2157.14284,4474.996223043565,0.3870494091321542,318.7582270323123,1.0757563088067308,2.2826600185896493
152,2171.42857,4873.5958415053565,0.36215887524214346,228.24861836481335,1.2521359343446876,3.081597505271187
153,2185.71427,4820.895273133507,0.3669252819253862,283.28635751454044,1.1208458202486205,2.682657850325072
154,2199.99999,4940.20321469577,0.3588725912676518,221.64955911746299,1.2671979341726807,3.1849131239253112
155,2214.28571,4780.895139867193,0.36564542811556694,229.84589935225102,1.2494321637656782,3.0079610564969275
156,2228.57141,4968.134981761634,0.3571169230317709,225.81607191192754,1.2499595346488925,3.1807242158037154
157,2242.85713,4700.63728103714,0.37227537078973005,272.0952559531294,1.1511609262250053,2.6698181143654502
158,2257.14285,4646.044979880959,0.37631924591440674,312.7586030906226,1.0727977174878163,2.4155897217086126
159,2271.42856,4925.115342233647,0.35737810464159625,174.55859603244926,1.4400182122515197,3.593145648692676
160,2285.71428,4854.437476800396,0.36597672208801957,283.142166189533,1.121686866936258,2.7017298571999904
161,2300.0,4654.405554842283,0.3748208172189382,277.98423087746653,1.1410528237153528,2.605255372808272
162,2314.2857,4582.228155460216,0.37788059272627184,273.1225107677169,1.1543346737480293,2.588872049509582
163,2328.57142,4772.566572431224,0.3677723154838747,259.82685695402824,1.1735913554081658,2.794912388000055
164,2342.85712,4792.68634383717,0.36797504581214957,257.11228888308307,1.1837738506519309,2.8181343451616656
165,2357.14284,4592.316227740231,0.381031878623461,319.85447139954715,1.0684304138083014,2.343203592397508
166,2371.42857,4481.97065834008,0.38561497040333564,325.0226972805542,1.0606921642861609,2.261707294498698
167,2385.71427,4602.620669988791,0.3777033530596342,303.54875216896147,1.090404611572067,2.437535270846516
168,2399.99999,4827.600344351357,0.36439247282157666,236.28389334358252,1.2309733552462792,2.991827652477856
169,2414.28571,4655.340262772147,0.3737659180058191,258.90672710920313,1.183520734995814,2.7204020998033935
170,2428.57141,4965.820640115575,0.3597234135822572,253.74871243361196,1.1813091520506696,2.964611286857808
171,2442.85713,4848.892047946033,0.3648545658125693,253.89010852818575,1.1870314575759604,2.88055511372606
172,2457.14286,4870.403822783227,0.3626267953560185,255.35165645663906,1.1772807434982355,2.89465020100316
173,2471.42856,4701.475708635161,0.37320793011583414,311.4376449965774,1.0708250750099737,2.4589227488454775
174,2485.71428,4608.699888309245,0.37845213012863677,326.49006342286617,1.0495009779645985,2.3310681405035405
175,2500.0,4773.66627488255,0.3689660208077887,308.06328812738343,1.0715796549205008,2.5222464631928836
176,2514.2857,4528.103395518946,0.38140247136328065,303.35302743778703,1.0934446746381867,2.397352602287549
177,2528.57142,4817.224001367769,0.367044411780337,285.01592712296844,1.1170787900095471,2.6709656092562137
178,2542.85712,4778.687019624614,0.369030572914798,274.6762443613861,1.1429142764905889,2.702986104702503
179,2557.14285,4710.751998305347,0.36929377337117125,234.09758370612175,1.2424184983474322,2.9248321236244235
180,2571.42857,4628.963034012925,0.37655716721706567,307.26307665367796,1.0820962199606299,2.4352478107454885
181,2585.71427,4939.83450468209,0.3580487816641604,207.79793733387442,1.3098322890774203,3.301454722038598
182,2599.99999,4292.918648430561,0.3959194849905412,323.9530256274358,1.070294465913023,2.167577906035273
183,2614.28571,4473.838279840609,0.38656303962956945,372.474601314671,0.9851370214770366,2.063058994801443
184,2628.57141,4572.970964032467,0.377844328821963,276.19865130659036,1.1458458741204933,2.568585409623221
185,2642.85713,4639.621741928041,0.37753581996131075,304.8533902966841,1.091200707298193,2.4473328896095046
186,2657.14286,4477.026829822482,0.38979177809624127,361.88483570109116,1.0107415055109954,2.0950511138378025
187,2671.42856,4736.354425280077,0.37003645489476206,239.93589712334236,1.2318777765628617,2.890425458020629
188,2685.71428,4871.465689235046,0.3635980339197041,262.4696144557862,1.163504933760036,2.8427495316443454
189,2699.99998,4623.145118514427,0.3752488655181767,255.74842982251937,1.193407925069147,2.717432312561531
190,2714.2857,4667.357849522216,0.3751270190981222,297.48113614225326,1.1012868842751855,2.505571200238535
191,2728.57142,4592.003849885596,0.3791049404160204,292.48486439218925,1.1158643270209716,2.48576108750818
192,2742.85712,4604.595043567871,0.37848717922604125,295.86995856971976,1.108226602163928,2.475824131100735
193,2757.14285,4595.181264339323,0.37712586137387555,266.9673650911377,1.167597599702453,2.6338620632111787
194,2771.42857,4628.286868151847,0.37778461219804776,313.6797636541322,1.0732800509744687,2.400176772934206
195,2785.71427,4500.988043053578,0.38440993546514957,333.47934667817356,1.0437576153115462,2.237308073389155
196,2799.99999,4677.383818299253,0.37277533700762866,275.6815701611186,1.1422528188322825,2.635924014417076
197,2814.28571,4664.716783375193,0.37450258255230373,279.17799314450104,1.1385885067709862,2.603742622560121
198,2828.57141,4740.85878232971,0.3707995571184588,273.34800187622,1.1479545485634792,2.685581524450534
199,2842.85714,4454.3120865975025,0.38881798055995836,372.4954545330384,0.9894362278105158,2.049416256181689
200,2857.14286,4526.2735047513115,0.38311643565451825,339.4145397497349,1.0329902910865214,2.2240796451897853
201,2871.42856,4670.462656356566,0.3735261549518461,272.2802842638906,1.152040554105882,2.648519808093465
202,2885.71428,4823.430956472477,0.36659838555909724,270.2826522507237,1.1501143914125107,2.758168129162998
203,2899.99998,4680.014459889567,0.3728943855915344,261.6164384264922,1.1769230806110937,2.7174377315607314
204,2914.2857,4611.601175351225,0.3768592032520666,271.4041400295594,1.157794566218081,2.6174047849091733
205,2928.57142,4397.048091093601,0.39185753926362815,365.6806965098649,1.00109404019177,2.048794283238539
206,2942.85712,4458.523444874891,0.38563319602090207,320.65931761383246,1.0645011428583389,2.277404169904704
207,2957.14285,4531.754915817155,0.38123709204203515,308.6374241080231,1.0826804333145976,2.3747214720424497
208,2971.42857,4280.8732007749395,0.39733800798600677,328.3540153801947,1.0652177792080826,2.1399789427708127
209,2985.71427,4761.481357059648,0.3724159569467207,298.14772958472616,1.101637243974895,2.5508953528020784
210,2999.99999,4155.267734682737,0.4085363246819849,386.4716395436104,0.9884272450562887,1.852011133864475
211,3014.28571,4784.429555144903,0.3671820740397568,234.74257877061285,1.2420091599002487,2.962541766993437
212,3028.57141,4674.24348623019,0.37616604902676987,312.3812113439579,1.0766468797788515,2.427158451989028
213,3042.85714,4562.570409691792,0.384938651338476,353.5964019913484,1.019428716508706,2.171816048404397
214,3057.14284,4274.311677026833,0.40024223094880745,363.87968957516836,1.0135903393280417,1.9899675029333614
215,3071.42856,4367.4416355945295,0.39128511936045957,291.24071111687255,1.1310878115638365,2.358567256165199
216,3085.71428,4371.962774912992,0.3921535304472627,320.2113648680461,1.0757894119735072,2.223388366877887
217,3099.99998,4406.655870922786,0.3901933632859145,337.04922063806384,1.0441259176666267,2.168948142973753
218,3114.2857,4193.560646917966,0.4057584276476568,379.30302847060517,0.9957122273742764,1.8954367323435273
219,3128.57143,4385.890213566394,0.39262898176109196,335.9782531616957,1.050677447538349,2.158976522906924
220,3142.85713,4448.75751619382,0.3889511137458079,324.8663554542421,1.0672765335464691,2.2393347659656753
221,3157.14285,4727.821002970089,0.37202870533972454,278.21003073827524,1.139906205363988,2.64519768288212
222,3171.42857,4444.903987346846,0.3863736271870628,283.4107375020986,1.1425551239003722,2.444100441920922
223,3185.71427,4569.938243356785,0.37838144501475646,261.10097786254437,1.183917832404827,2.6502058296549933
224,3199.99999,4429.115576152096,0.38879613408895647,344.9679420171545,1.0290218213222546,2.149330551622776
225,3214.28569,4242.668313735387,0.40000937823826593,357.41388069535674,1.01892591092077,2.004439321494556
226,3228.57141,4221.106383478827,0.4024771569751606,365.1896942235381,1.0107028070598647,1.9633985832727436
227,3242.85714,4277.675384850728,0.39795036781699883,357.7938964679228,1.0165049677007112,2.0210343436611913
228,3257.14284,3995.3689633234276,0.41421355547514854,339.13918711890693,1.057162703225441,1.956035675976367
229,3271.42856,3889.6198000140894,0.426165075343943,413.9573165087324,0.9624765545300188,1.6510785188221473
230,3285.71428,3909.9099352425856,0.428328686860553,472.83388055898735,0.9020965076719114,1.496317023070805
231,3299.99998,3870.952850643602,0.43146523736132225,441.2331130121332,0.9391320430014013,1.5629046282341683
232,3314.2857,4218.461822030777,0.40177000123976936,338.3731358682344,1.0530148959777843,2.0639933066918883
233,3328.57143,4264.236008395714,0.39654491009306797,300.0762513425626,1.115907098357612,2.2598149558629705
234,3342.85713,4102.343391195544,0.4094897043612829,369.1960756380229,1.0097342880427522,1.8914723926637482
235,3357.14285,4407.15685948002,0.388309892583243,307.0833096914384,1.0934603170543788,2.3085340494250097
236,3371.42857,4360.490666022447,0.39325795716508927,353.0801140051247,1.020581139152014,2.0802545488338344
237,3385.71427,4656.781993207938,0.37447809159570544,265.65404648861585,1.1696664790727984,2.6765522952638063
238,3399.99999,4654.8098482455025,0.3772003381742038,303.08141075269754,1.0956454154877207,2.46232986191359
239,3414.28569,4531.7425404714595,0.38521891751902965,353.12827715328945,1.0176159741465882,2.161667439692186
240,3428.57142,4575.269909815268,0.38293337479653905,337.32016507737313,1.0414074337580352,2.2519640137357957
241,3442.85714,4523.203736952415,0.3812697539655282,273.5238517235184,1.157990099081976,2.5475936019034626
242,3457.14284,4534.552488785976,0.3819128048580811,321.78467635659786,1.060638008011488,2.3107991943590034
243,3471.42856,4298.4181953607285,0.3954780567587073,322.1841892733731,1.0730582116602874,2.178063916342856
244,3485.71428,4387.0620651127,0.39351309415589,358.6249227639759,1.0157094197174903,2.0672197300114608
245,3499.99998,4352.631569181283,0.3944792969502294,325.6483426716779,1.0705033888554796,2.185560678236119
246,3514.2857,4353.247652145915,0.39346499818867914,324.56153934109346,1.0697370492863119,2.192708555082557
247,3528.57143,4517.292526701194,0.3833842474270671,308.46793335555236,1.0887516758921516,2.359923985023411
248,3542.85713,4395.285121499352,0.39090350610689545,320.5139914584982,1.07426389970468,2.234532495160352
249,3557.14285,4580.323168334197,0.3780073713488887,266.8520746445762,1.1693024034095567,2.6239967634242314
250,3571.42855,4378.154331029026,0.39235779786283054,341.44723359906345,1.0391378555431703,2.1358418855225882
251,3585.71427,4517.772048360672,0.38302513722127524,323.9816411037131,1.0575698412310426,2.292705313296675
252,3599.99999,4521.310597097273,0.38199876203377164,322.0041586996196,1.0584920671948719,2.3062678658602835
253,3614.28569,4423.478445125621,0.3892084577503019,348.789602740511,1.0230826886436062,2.1313256334233937
254,3628.57142,4249.495634871034,0.4001334781150903,366.8736355029455,1.0056814787675732,1.9707303678103338
255,3642.85714,4299.928702437203,0.3951784870726676,310.2229007460357,1.0953075407454826,2.231989120483976
256,3657.14284,4246.898893717511,0.3991779213954387,324.10921238458565,1.0743013947455193,2.140160116968325
257,3671.42856,4130.659346389593,0.40852957885824603,352.4606062388762,1.037262985922779,1.9634029462486136
258,3685.71428,4171.388939213885,0.40360729232287407,294.8317408789465,1.1371573695644301,2.2279159331980973
259,3699.99998,4188.970731022902,0.4063826649280104,361.9066572219126,1.0235838194339422,1.9531753961209064
260,3714.28571,4202.427555968015,0.4058750350218618,382.61294447079297,0.9925816509587971,1.8861441911846235
261,3728.57143,4440.769340808792,0.3861784639790048,308.4533357982116,1.0886435750284658,2.3204345408467866
262,3742.85713,4395.49485399528,0.39042131769125105,345.5943803383803,1.0288190539879436,2.1299739149794736
263,3757.14285,4561.810062510964,0.37980475386601364,292.8493324738929,1.1137084429091204,2.4697806519776346
264,3771.42855,4439.908228833002,0.3892001490714258,347.793284989791,1.0264960963269796,2.141569259613217
265,3785.71427,4727.240958298437,0.36727681478700724,210.16534208747296,1.3134869249345198,3.1187902471899145
266,3799.99999,4378.498366179672,0.39296405177381316,338.1614554210467,1.0468595925668671,2.146829242272401
267,3814.2857,4445.809854500462,0.3918450756911381,387.12444261572995,0.9759318934069569,1.9856193177033674
268,3828.57142,4497.278387563396,0.38195495457244855,256.7173990932402,1.198989794527051,2.629055995793781
269,3842.85714,4712.922639568452,0.3702249261957875,259.63035642432163,1.1754392695810514,2.7599892826638768
270,3857.14284,4592.233005331476,0.3779891306173562,306.13597640019356,1.0843483479830294,2.422181030761851
271,3871.42856,4378.105274513375,0.3907465096920047,328.61389021043794,1.05703090964712,2.1930991972322587
272,3885.71428,4368.317116376807,0.3967363949989639,410.3143911993655,0.9496118608101914,1.8694997856408793
273,3899.99998,4434.875622409009,0.39089733603474536,359.18019888975226,1.012929006160175,2.088877845611535
274,3914.28571,4512.612825818308,0.3815374819771815,261.02321967230495,1.1881276868215143,2.6129701228719444
275,3928.57141,4321.32657077578,0.39685770310830976,369.4527991809465,1.0010420653196657,1.994458861808626
276,3942.85713,4311.583573255231,0.39413100080408664,302.63742251287545,1.1086564261566936,2.2746583645830762
277,3957.14285,3914.9477070827706,0.42548794240334825,435.48354400627795,0.9376832187748988,1.5985864143124837
