snapshot,time_Myr,bin_index,r_mid,sigma_rad,sigma_tan,sigma_z
259,3699.99998,10,10.5,122.33819626133858,121.72302843099963,13.623574325394443
259,3699.99998,11,11.5,110.7116900011763,123.34186901082408,11.459394909429369
259,3699.99998,12,12.5,123.01663018447383,121.627593201655,12.996934466735599
259,3699.99998,13,13.5,119.6975549900341,120.39333188030176,12.299752558961409
259,3699.99998,14,14.5,115.80801075900033,106.45497310377395,11.153592360250817
259,3699.99998,15,15.5,119.88171905568956,113.59391955592517,16.379240317030316
259,3699.99998,16,16.5,32.74923426921645,68.78921052699599,12.768977253494981
259,3699.99998,17,17.5,115.21171184715234,56.29249957578486,8.833266513246516
259,3699.99998,18,18.5,156.89911355167305,2.4088369060573314,1.5155582033444404
259,3699.99998,19,19.5,0.0,0.0,0.0
260,3714.28571,0,0.5,148.0925410889489,135.9619035742417,57.389309443079505
260,3714.28571,1,1.5,139.9490745094747,128.8586199304736,40.10087939643597
260,3714.28571,2,2.5,134.08665213645108,126.95873240408152,30.59166961418037
260,3714.28571,3,3.5,130.0827953942098,128.37393954256194,25.009287074430265
260,3714.28571,4,4.5,132.43913373047388,124.67982550572562,20.78022361785956
260,3714.28571,5,5.5,134.4081700210966,123.56202117287724,18.611187072345466
260,3714.28571,6,6.5,127.98380776220989,126.74829364740678,16.210695706770515
260,3714.28571,7,7.5,123.85250480937329,131.00644264191777,15.513775952487903
260,3714.28571,8,8.5,125.6716482818377,130.9829084956928,14.743141978111682
260,3714.28571,9,9.5,125.30463366988546,132.88398338901936,13.559777678249496
260,3714.28571,10,10.5,123.47547845464562,127.43425064696275,14.883518972730581
260,3714.28571,11,11.5,118.32843967296624,121.66569001451992,11.529505294410551
260,3714.28571,12,12.5,118.33572340845056,122.94656444048938,12.386572937650214
260,3714.28571,13,13.5,122.38565551764145,126.57062751238762,11.779610870462646
260,3714.28571,14,14.5,126.22757417199877,117.6726921008315,12.140469576124962
260,3714.28571,15,15.5,108.12274102551397,94.37500091082588,14.01083278052943
260,3714.28571,16,16.5,109.52740426602229,95.43038682333014,13.626100148328431
260,3714.28571,17,17.5,143.83910465041927,60.72047206015734,8.317708052832746
260,3714.28571,18,18.5,160.81763538841813,5.005977372087841,2.1028615498382237
260,3714.28571,19,19.5,0.0,0.0,0.0
261,3728.57143,0,0.5,140.0527914361716,150.6256196978875,58.42094119000867
261,3728.57143,1,1.5,132.06475541704384,140.03312518203066,41.14404365263424
261,3728.57143,2,2.5,127.71771087409032,139.6047733936115,31.190869146874064
261,3728.57143,3,3.5,132.2976625727843,133.2354634802552,25.82868371039878
261,3728.57143,4,4.5,134.41392498136355,127.78006473559529,20.760612494177888
261,3728.57143,5,5.5,137.63036538802987,125.69512700224068,18.04240536835115
261,3728.57143,6,6.5,135.00150051556304,128.47468670444522,16.570233646794698
261,3728.57143,7,7.5,131.60074068316757,131.71989311402945,15.839733528746995
261,3728.57143,8,8.5,126.7117214839314,133.14019276853355,15.692901314325775
261,3728.57143,9,9.5,127.72788433686193,134.46219389295302,13.768629557407829
261,3728.57143,10,10.5,125.02961832279787,135.32288689562046,13.536772607054758
261,3728.57143,11,11.5,126.95692073736633,127.33398648578692,12.821543119992578
261,3728.57143,12,12.5,126.12073474037317,123.38210847633388,11.228527893948423
261,3728.57143,13,13.5,120.80021203227386,127.96851573001786,13.659619919088478
261,3728.57143,14,14.5,120.73280995633095,125.34116587027407,12.480371295980973
261,3728.57143,15,15.5,114.33972976962374,92.6752198756396,13.385226431445075
261,3728.57143,16,16.5,108.49638343642275,103.59813029227125,12.593506327051704
261,3728.57143,17,17.5,145.57355469688065,65.41125804859028,8.373292694256229
261,3728.57143,18,18.5,164.70978639343892,7.540354925831487,2.81518224492595
261,3728.57143,19,19.5,0.0,0.0,0.0
262,3742.85713,0,0.5,139.32663074394142,156.20077388550104,57.45287524109006
262,3742.85713,1,1.5,124.22304284539993,154.0062456527264,40.42382025729891
262,3742.85713,2,2.5,126.98083016939628,143.46082570645365,30.841764884758426
262,3742.85713,3,3.5,132.26940433419867,138.24482860911817,25.49707849753558
262,3742.85713,4,4.5,138.02936196369794,130.7216558906586,21.124952803216328
262,3742.85713,5,5.5,139.68947896048164,130.68932522020827,17.482248993582864
262,3742.85713,6,6.5,137.26529755642173,130.6894254042396,16.554652429223296
262,3742.85713,7,7.5,136.55576364735927,133.40866199081597,15.918270899852054
262,3742.85713,8,8.5,132.3677760979243,135.9080713051121,15.725854778595233
262,3742.85713,9,9.5,132.14552695532572,134.44227403930375,13.954974135582418
262,3742.85713,10,10.5,126.05434321435969,140.28851259881515,13.81440215233507
262,3742.85713,11,11.5,122.52425896409028,135.48691042721856,10.842615761453379
262,3742.85713,12,12.5,136.34608193172681,121.26908391824972,13.13147215901695
262,3742.85713,13,13.5,125.4509282908303,135.93465603743417,14.139849474711282
262,3742.85713,14,14.5,120.05285853277115,127.44846836888419,11.452867601523096
262,3742.85713,15,15.5,109.29378186457184,87.77207434558748,14.281182247017211
262,3742.85713,16,16.5,106.58060090331134,99.45063480406579,10.101779187939451
262,3742.85713,17,17.5,159.68294249359133,35.670142659714145,8.695804744416863
262,3742.85713,18,18.5,147.90735897970333,83.23250132147037,2.1978925536465397
262,3742.85713,19,19.5,0.0,0.0,0.0
263,3757.14285,0,0.5,141.0283752075226,162.73905632704532,58.19369535761048
263,3757.14285,1,1.5,124.7645940229684,160.52105956157422,40.503113930440506
263,3757.14285,2,2.5,133.8845526007828,148.2826938860319,31.294205363056804
263,3757.14285,3,3.5,134.0074305482227,138.6674907867491,24.892131978595298
263,3757.14285,4,4.5,140.6154690736338,137.5439026093887,20.523497542569874
263,3757.14285,5,5.5,140.43491815643972,134.77496258277722,18.262333496607376
263,3757.14285,6,6.5,142.21109264624437,132.9908455560735,16.298145270205495
263,3757.14285,7,7.5,137.08195318272706,139.86420502782588,16.163644869335368
263,3757.14285,8,8.5,138.08799810260834,137.38576928064708,15.92279231459952
263,3757.14285,9,9.5,132.83351089284255,136.95060106406606,14.20383001469726
263,3757.14285,10,10.5,130.15778744999537,142.52791084384035,13.364587227929496
263,3757.14285,11,11.5,134.68046073085614,130.70247429654484,11.138975490803652
263,3757.14285,12,12.5,132.5218907547821,134.29562901868186,10.554492908863741
263,3757.14285,13,13.5,135.97034198073106,134.3676901073679,12.860048444366301
263,3757.14285,14,14.5,116.16657259822381,145.4923030928736,16.866043150457056
263,3757.14285,15,15.5,122.22827156917278,80.28435534443297,11.45120853935158
263,3757.14285,16,16.5,25.19562133509929,106.35851689661786,9.911933816788617
263,3757.14285,17,17.5,163.2775688018823,37.330461720585085,8.683497485856542
263,3757.14285,18,18.5,149.64423090648233,86.76176279598332,2.847552785753578
263,3757.14285,19,19.5,0.0,0.0,0.0
264,3771.42855,0,0.5,147.14297738679542,164.34238434770785,57.70288035628791
264,3771.42855,1,1.5,134.84924107808635,159.86493631568933,40.53442712791078
264,3771.42855,2,2.5,140.71283423623305,148.958558048388,32.00764210196309
264,3771.42855,3,3.5,139.2273312906999,144.3528947951116,25.549460818810594
264,3771.42855,4,4.5,144.06625424996537,141.04160886940852,21.2513135322861
264,3771.42855,5,5.5,146.7768467343278,139.35170689313006,17.971564448209318
264,3771.42855,6,6.5,139.45297327521234,144.60861712378244,17.02338480063769
264,3771.42855,7,7.5,142.9155372766934,139.84974172564407,14.945233302750992
264,3771.42855,8,8.5,141.2553935344777,142.65824742118684,16.086065789738953
264,3771.42855,9,9.5,138.8627489292658,139.9165290424321,14.873937937013844
264,3771.42855,10,10.5,136.24458608824807,146.81560655577158,12.718909698260612
264,3771.42855,11,11.5,141.98388910010954,131.50949687408024,12.07859108188696
264,3771.42855,12,12.5,120.69399311342941,151.13231768222693,10.493690769026912
264,3771.42855,13,13.5,136.95849450859646,138.27120459503834,10.766542858820674
264,3771.42855,14,14.5,132.91356097969668,141.20372801575118,20.57565683969796
264,3771.42855,15,15.5,126.73191328073447,111.4108660161091,10.806384806822138
264,3771.42855,16,16.5,24.61724932556672,99.94915874229234,8.029791237342401
264,3771.42855,17,17.5,148.87282433848296,52.50168382698981,8.435030547924695
264,3771.42855,18,18.5,0.0,0.0,0.0
264,3771.42855,19,19.5,0.0,0.0,0.0
265,3785.71427,0,0.5,161.79027121147453,158.60603320039556,58.29837913758803
265,3785.71427,1,1.5,150.17517829008756,153.46059873348196,40.52123890053046
265,3785.71427,2,2.5,145.02755170701892,150.21967906140225,30.884226415258215
265,3785.71427,3,3.5,146.8189569470912,143.81628532080705,26.82396464442363
265,3785.71427,4,4.5,146.7212048429689,145.7501712839191,20.597843183796915
265,3785.71427,5,5.5,145.6964042528225,141.95681924971296,19.10473972021165
265,3785.71427,6,6.5,141.66402122293303,148.32785649062177,16.748659932684138
265,3785.71427,7,7.5,141.98577504715138,147.3140776477791,15.63117813636541
265,3785.71427,8,8.5,148.00026679490173,143.02561489976637,15.082616017523886
265,3785.71427,9,9.5,138.73395019153773,145.53723459329825,14.615766933716314
265,3785.71427,10,10.5,139.37435154362245,143.78107612476862,13.63652970506084
265,3785.71427,11,11.5,146.96739430503007,136.66990840177746,12.289564101840996
265,3785.71427,12,12.5,130.20519300391942,149.28695890649678,10.492797851379073
265,3785.71427,13,13.5,140.00044927768795,143.21716774264303,10.29188926966428
265,3785.71427,14,14.5,144.70912267176755,147.0492788944513,19.66547559886304
265,3785.71427,15,15.5,126.35312503329395,102.94460274392088,10.877259525834662
265,3785.71427,16,16.5,133.49439746898491,88.77582195956136,9.224521747822548
265,3785.71427,17,17.5,156.34685053181244,71.56564256796325,3.265935912078096
265,3785.71427,18,18.5,0.0,0.0,0.0
265,3785.71427,19,19.5,0.0,0.0,0.0
266,3799.99999,0,0.5,176.21808407219962,157.6924775865522,57.65397575809742
266,3799.99999,1,1.5,166.82013291911957,147.92683324314055,41.08887650705534
266,3799.99999,2,2.5,163.27156354694586,147.17117612866667,30.74509491481237
266,3799.99999,3,3.5,156.86126068799263,149.51753740230848,26.37176185038919
266,3799.99999,4,4.5,148.5412408277831,152.12554259154425,20.748882303749316
266,3799.99999,5,5.5,154.26860878899896,151.10822809383663,19.06983632643191
266,3799.99999,6,6.5,146.4679610298729,154.9698493503013,17.127746580680718
266,3799.99999,7,7.5,145.34611223871707,156.46360954141014,15.025441077595966
266,3799.99999,8,8.5,153.567730775202,150.31059616667548,14.756921614929192
266,3799.99999,9,9.5,145.34102151412532,153.60875016703088,13.935695720390575
266,3799.99999,10,10.5,146.94732738333704,151.95278147230786,14.238774568968564
266,3799.99999,11,11.5,154.62098095818317,144.1925255193625,12.456098212954725
266,3799.99999,12,12.5,144.02968457288887,147.25701804344874,10.115773419298822
266,3799.99999,13,13.5,144.7230948161376,155.65881386610067,10.7032153639961
266,3799.99999,14,14.5,153.37843743189705,139.49076384938965,13.75312777520245
266,3799.99999,15,15.5,158.85120780033162,125.02211256454933,19.485246087605326
266,3799.99999,16,16.5,120.86360326536004,95.3968621959928,9.43081472392563
266,3799.99999,17,17.5,164.21160185039142,78.46008292525931,2.811959808994516
266,3799.99999,18,18.5,0.0,0.0,0.0
266,3799.99999,19,19.5,0.0,0.0,0.0
267,3814.2857,0,0.5,186.8510982759363,154.74294732971444,58.25816223212658
267,3814.2857,1,1.5,183.3634214367756,141.63367148044682,40.862585955884065
267,3814.2857,2,2.5,173.24365903589802,146.78891329391587,30.679739484206213
267,3814.2857,3,3.5,161.6980047699545,157.7583289855353,24.870644132558983
267,3814.2857,4,4.5,157.98132636124132,159.23445241889857,21.57039543047759
267,3814.2857,5,5.5,153.65388422906634,159.91582877009552,18.89269667900622
267,3814.2857,6,6.5,157.0194546246951,160.1195824022813,17.34921457194418
267,3814.2857,7,7.5,154.6030118585036,162.14242474479224,15.022598005066568
267,3814.2857,8,8.5,148.11817826664895,163.71539211844527,14.070688481605467
267,3814.2857,9,9.5,152.77643805003802,161.56758671986844,14.396053996955802
267,3814.2857,10,10.5,152.90334867280305,159.5547095391904,13.40105701705988
267,3814.2857,11,11.5,169.508760188144,144.96054297078436,13.256456126998199
267,3814.2857,12,12.5,149.5708494782004,156.28891407007296,10.863018886415515
267,3814.2857,13,13.5,154.08306376682012,149.60055864841752,9.616305264516589
267,3814.2857,14,14.5,154.1038152524573,156.48542251840755,14.72338445662463
267,3814.2857,15,15.5,183.0458589174131,109.10042513986521,16.102098548388643
267,3814.2857,16,16.5,69.18815000784049,121.4046320204403,15.104023939820854
267,3814.2857,17,17.5,167.7763771080958,93.7055042908916,0.5592841571897631
267,3814.2857,18,18.5,0.0,0.0,0.0
267,3814.2857,19,19.5,0.0,0.0,0.0
268,3828.57142,0,0.5,193.6864909848503,155.30857972502378,57.90049582872605
268,3828.57142,1,1.5,189.91909937348558,142.91713438576886,40.00877910219105
268,3828.57142,2,2.5,180.19448043149583,147.7174900598385,31.656416987894712
268,3828.57142,3,3.5,164.8839292330793,162.6849426945698,23.821857486193636
268,3828.57142,4,4.5,160.9958408384746,166.21047768477112,20.884412920683328
268,3828.57142,5,5.5,163.244889433761,162.79926201702753,19.108783874259576
268,3828.57142,6,6.5,160.1200779651637,163.8136529487154,17.684160135902204
268,3828.57142,7,7.5,160.31194047167034,166.22069414113372,15.152223424143592
268,3828.57142,8,8.5,154.9671867526835,169.72901762877703,14.199741471954031
268,3828.57142,9,9.5,150.0191814708801,172.4979386654773,14.371532974957104
268,3828.57142,10,10.5,157.70058309333967,164.92023201377137,12.587701796515201
268,3828.57142,11,11.5,171.57232866768547,146.5801937142114,12.489078718621359
268,3828.57142,12,12.5,156.85872181738378,159.48440081735043,11.607051748777774
268,3828.57142,13,13.5,160.72109161624059,154.8599963201296,9.998549592358035
268,3828.57142,14,14.5,165.79909567298205,161.47422629973767,13.905367338458664
268,3828.57142,15,15.5,191.42445410857368,116.95606158136862,18.02241907299697
268,3828.57142,16,16.5,22.37303472586812,110.93333820284812,8.689817082431858
268,3828.57142,17,17.5,139.82938306533066,138.70369898113935,17.414163425039657
268,3828.57142,18,18.5,0.0,0.0,0.0
268,3828.57142,19,19.5,0.0,0.0,0.0
269,3842.85714,0,0.5,190.308053651776,163.2511399790816,58.006522348442
269,3842.85714,1,1.5,187.61513151004974,151.92979934501628,40.0036561070366
269,3842.85714,2,2.5,178.2050466816771,156.6211582707309,30.389387178461757
269,3842.85714,3,3.5,172.1315563058499,164.4923927807242,24.336317766085436
269,3842.85714,4,4.5,169.25048558772693,165.71656693583014,19.958380231667398
269,3842.85714,5,5.5,160.19288119403728,169.59450068160163,18.703488894302915
269,3842.85714,6,6.5,165.54401803928312,167.0995146567036,18.76519278705852
269,3842.85714,7,7.5,168.0930105341501,167.27896187129048,15.08254268829925
269,3842.85714,8,8.5,159.85762559212554,171.41876742183766,14.650856744688921
269,3842.85714,9,9.5,148.06244816061024,183.45235980318063,13.409459256141194
269,3842.85714,10,10.5,159.55235873934978,169.77734752472742,11.965972303651014
269,3842.85714,11,11.5,169.144768785678,152.93578779250106,11.883066765831485
269,3842.85714,12,12.5,165.9443710965611,157.44203385918692,9.964680875888622
269,3842.85714,13,13.5,176.8874689868354,149.57267069856184,14.263134140178675
269,3842.85714,14,14.5,149.9686304363307,173.2485988530205,13.026472562682692
269,3842.85714,15,15.5,194.0709472637473,139.30595973164338,16.891989883195567
269,3842.85714,16,16.5,174.9356268884366,106.23494954443736,11.302015382641876
269,3842.85714,17,17.5,82.51138190988972,136.3755974393654,17.849865475584423
269,3842.85714,18,18.5,0.0,0.0,0.0
269,3842.85714,19,19.5,0.0,0.0,0.0
270,3857.14284,0,0.5,187.4922180915552,177.4722067297273,58.81820159419385
270,3857.14284,1,1.5,183.47185915478076,163.70210479404943,40.32091746679465
270,3857.14284,2,2.5,172.99949784574005,169.24722962719972,29.713381408634934
270,3857.14284,3,3.5,174.71155059883708,167.6138052054468,24.758330022080234
270,3857.14284,4,4.5,175.37680636435334,166.03500187442117,20.266106757409016
270,3857.14284,5,5.5,163.5676787266246,172.59686152297277,18.40764205113611
270,3857.14284,6,6.5,174.3391350027825,169.12308538797652,17.78678885444987
270,3857.14284,7,7.5,171.9699247033649,168.94696452155986,16.842932557887256
270,3857.14284,8,8.5,158.55023829324722,179.75500029635805,14.887552590697801
270,3857.14284,9,9.5,155.3548164758734,181.9351947888956,13.13503697454914
270,3857.14284,10,10.5,163.32805696823615,175.04859311591275,11.602969960044963
270,3857.14284,11,11.5,174.4877626276152,156.28103069608,10.989631333019831
270,3857.14284,12,12.5,159.9704986132189,170.48157252751298,11.479061953581475
270,3857.14284,13,13.5,174.98804168704743,143.1975742931457,14.359313941538367
270,3857.14284,14,14.5,164.5527990626648,158.96285484854764,12.91151410447333
270,3857.14284,15,15.5,192.3162973325075,150.87276935657286,15.335028271851687
270,3857.14284,16,16.5,195.07698130409457,92.33001457459794,13.767593114166125
270,3857.14284,17,17.5,11.335427887824242,58.85964662550598,5.770948163027216
270,3857.14284,18,18.5,83.30365727596788,178.905040338651,18.483664798669558
270,3857.14284,19,19.5,0.0,0.0,0.0
271,3871.42856,0,0.5,178.9143879199432,192.38563033025332,57.79645689483878
271,3871.42856,1,1.5,166.44323524640393,190.11990172148083,39.6541521692307
271,3871.42856,2,2.5,172.91205867895914,180.09348360809028,31.524257090070282
271,3871.42856,3,3.5,174.48925866850186,177.4987017392643,24.037524817339484
271,3871.42856,4,4.5,178.47269773510442,171.79698461525257,20.80591126866357
271,3871.42856,5,5.5,178.49863942313996,173.29200331761515,18.948530065791733
271,3871.42856,6,6.5,172.62212781005599,177.12176634613098,16.977400731864858
271,3871.42856,7,7.5,178.7463570618698,174.9991835108827,17.266879352700858
271,3871.42856,8,8.5,160.03885645750617,187.61016631106844,15.011878067097228
271,3871.42856,9,9.5,163.14245415312882,185.55233361916282,13.107275493057957
271,3871.42856,10,10.5,173.89561277257164,176.4344473025626,11.895330686980824
271,3871.42856,11,11.5,170.98666297180768,170.1746520565341,10.52245672629289
271,3871.42856,12,12.5,171.5437695985638,173.96321080045558,12.767805879413748
271,3871.42856,13,13.5,176.64827626099472,155.71740771249281,12.018378824467481
271,3871.42856,14,14.5,162.1889165884116,185.1767149345277,11.767222714165227
271,3871.42856,15,15.5,185.52896241677743,144.07685100185657,13.927589488074961
271,3871.42856,16,16.5,217.1041756641573,96.02746201282574,16.76238851965028
271,3871.42856,17,17.5,12.197349482571546,33.55850893417322,7.7758744968929046
271,3871.42856,18,18.5,85.85073962047315,170.91927621961298,18.334894766541627
271,3871.42856,19,19.5,0.0,0.0,0.0
272,3885.71428,0,0.5,174.35075549371604,200.05903435263212,58.48249294399248
272,3885.71428,1,1.5,164.92730536210036,200.09109251060917,41.0353551757185
272,3885.71428,2,2.5,168.24283294988717,189.4047137435208,30.425241549482077
272,3885.71428,3,3.5,176.3317834658582,182.52117486446684,24.598868648030333
272,3885.71428,4,4.5,178.6853147803359,177.6805863959379,20.684543040211334
272,3885.71428,5,5.5,179.5555811925634,176.21153271184028,18.348834927092845
272,3885.71428,6,6.5,182.46163940492477,175.40600730049368,16.95472266393508
272,3885.71428,7,7.5,173.40671673314856,185.56273283692204,15.354344010656956
272,3885.71428,8,8.5,168.45644482581872,185.349815247331,15.208443516407318
272,3885.71428,9,9.5,165.56001915490927,188.38463594758605,12.65348863589831
272,3885.71428,10,10.5,173.10542692570291,184.4142440076772,11.480155261938739
272,3885.71428,11,11.5,174.2602723015112,175.53364960712605,12.863892919505187
272,3885.71428,12,12.5,175.65489873056416,176.03685135438604,11.760702647670596
272,3885.71428,13,13.5,185.34947794046553,160.10979880306755,12.446439628313048
272,3885.71428,14,14.5,171.8019461553772,179.5460743882725,14.827457729890218
272,3885.71428,15,15.5,176.39327025177326,138.40326599091216,15.772889965060202
272,3885.71428,16,16.5,224.0338871270151,122.7930345545202,17.79030531590412
272,3885.71428,17,17.5,1.9488977293137566,10.512143330560235,10.9538530277608
272,3885.71428,18,18.5,88.33587667522175,175.0156070459612,19.44521920242454
272,3885.71428,19,19.5,0.0,0.0,0.0
273,3899.99998,0,0.5,173.37936489701192,204.77098000356756,58.26318372558826
273,3899.99998,1,1.5,158.00483503283084,206.00428408212375,41.34091185957936
273,3899.99998,2,2.5,171.06287534370105,192.655340124117,30.456542563446742
273,3899.99998,3,3.5,173.6831924465634,185.25746334347807,24.982541793201932
273,3899.99998,4,4.5,179.52273028142295,180.786262225408,20.076852692331816
273,3899.99998,5,5.5,182.97453250758963,174.3339165378866,18.400630303553754
273,3899.99998,6,6.5,178.95595661313442,182.5361864246658,16.99665668726285
273,3899.99998,7,7.5,177.7429627970738,185.07367449125627,14.629834193526419
273,3899.99998,8,8.5,169.21418255678813,187.94229537913895,14.949390508422608
273,3899.99998,9,9.5,167.25656922780308,185.43045396343373,13.44241652281704
273,3899.99998,10,10.5,171.8116246900296,187.7688106643683,12.303404574348269
273,3899.99998,11,11.5,175.36489393530152,182.85999309010495,13.31559077627743
273,3899.99998,12,12.5,186.48313586121523,168.1663765921481,13.922307036975367
273,3899.99998,13,13.5,186.868938492876,161.8630820199842,10.747699388931741
273,3899.99998,14,14.5,160.34816330367767,188.6055135358759,15.66145040507339
273,3899.99998,15,15.5,184.97022289037628,162.85466245082205,18.04541554683665
273,3899.99998,16,16.5,224.59360248468278,125.15743832536779,19.41678699744738
273,3899.99998,17,17.5,6.8831825448666475,20.27715078120249,10.781238323881329
273,3899.99998,18,18.5,56.80878709307924,107.91412821224,4.60409758926007
273,3899.99998,19,19.5,86.73454202229428,224.25780318778126,17.442821781799573
274,3914.28571,0,0.5,178.40194097437464,200.36741090582916,58.4213042081335
274,3914.28571,1,1.5,170.30167317613163,198.79442563565067,40.062144405237795
274,3914.28571,2,2.5,177.94910923290578,190.0645270600569,30.333910520910194
274,3914.28571,3,3.5,177.80449329397274,183.75941930756247,24.380645404766057
274,3914.28571,4,4.5,180.09486444439355,180.28528087884726,20.4607227963096
274,3914.28571,5,5.5,179.04548215040703,180.9734940965766,18.635450887717074
274,3914.28571,6,6.5,179.87253552659143,182.84541677647243,16.776943624565977
274,3914.28571,7,7.5,174.63727824592968,188.1265772967761,15.64671784290622
274,3914.28571,8,8.5,170.07924142577514,185.5065869858828,15.829639289657145
274,3914.28571,9,9.5,166.38964601154208,187.63865830772332,13.890400061833343
274,3914.28571,10,10.5,179.33171527727794,182.4645568375689,13.202279032771886
274,3914.28571,11,11.5,177.63888575649207,173.1830457387513,13.905249860057582
274,3914.28571,12,12.5,182.69060350997358,171.3965570807351,13.977490585425
274,3914.28571,13,13.5,179.02250195128008,141.48573856780712,16.407517368434448
274,3914.28571,14,14.5,171.48796307122305,178.33118267365825,15.10563622608548
274,3914.28571,15,15.5,185.12524856255243,162.3602282764676,21.88901112849235
274,3914.28571,16,16.5,206.2330715289966,134.8491934784636,20.370286703217833
274,3914.28571,17,17.5,6.490393700537126,22.80319736550186,3.5801331905382483
274,3914.28571,18,18.5,57.81273918444413,107.25897833291462,4.1428484780760995
274,3914.28571,19,19.5,88.92539210729156,226.28822880035852,18.96784091959391
275,3928.57141,0,0.5,191.48243020522813,196.46663042550304,58.09054759568853
275,3928.57141,1,1.5,184.3740994744877,188.7902633809234,40.391396530954935
275,3928.57141,2,2.5,188.61647050154318,182.2979634517889,31.632950311960077
275,3928.57141,3,3.5,184.52722664779967,180.9531526515452,25.09233203132571
275,3928.57141,4,4.5,177.19756887486653,185.6802658020804,20.56756158623859
275,3928.57141,5,5.5,179.5120741762897,185.51077827640464,18.28721912094549
275,3928.57141,6,6.5,176.78288482259924,184.16845691870512,18.090773736852455
275,3928.57141,7,7.5,175.42712583562567,188.8905946433088,15.911892082104602
275,3928.57141,8,8.5,172.69060587280632,184.86375605947893,15.809248507166503
275,3928.57141,9,9.5,169.5020554095037,191.01723650601312,15.457047970348892
275,3928.57141,10,10.5,173.53241677866944,187.20551470690248,14.499227822719783
275,3928.57141,11,11.5,184.4226603860588,176.45424436252412,15.578723350557272
275,3928.57141,12,12.5,184.33532607983318,179.6729122093413,13.76073422559232
275,3928.57141,13,13.5,168.86630808850396,161.23039305375346,16.607154006891548
275,3928.57141,14,14.5,174.42118993747084,182.9979937531613,18.00000164165298
275,3928.57141,15,15.5,151.65622045128444,180.2985496198624,21.40707442413026
275,3928.57141,16,16.5,207.2009285464045,131.8902283217904,20.24511639740958
275,3928.57141,17,17.5,0.0,0.0,0.0
275,3928.57141,18,18.5,35.81452043380738,95.18236512798087,8.958462702415284
275,3928.57141,19,19.5,49.89022326118323,250.64780484717707,27.288274745522333
276,3942.85713,0,0.5,199.71058990849866,181.82026270939463,57.972546051631745
276,3942.85713,1,1.5,199.7502405850533,178.66839056148223,40.38906329320561
276,3942.85713,2,2.5,193.5071022501344,179.74417425973553,31.427977610009677
276,3942.85713,3,3.5,189.17568133135327,184.1688886685549,25.330456965502915
276,3942.85713,4,4.5,179.84741777031107,188.82350120674292,21.448319368896698
276,3942.85713,5,5.5,179.41024978302752,190.5712433258861,18.046464761584517
276,3942.85713,6,6.5,180.9514705357163,186.7912882109766,17.980396033416582
276,3942.85713,7,7.5,178.5957524677675,187.07009872201357,17.671450772957957
276,3942.85713,8,8.5,177.335425809623,185.82150760470486,15.010632864515852
276,3942.85713,9,9.5,169.25643665177031,196.68110700690102,14.744112039688032
276,3942.85713,10,10.5,177.59586837529756,184.44626489912366,15.806813082694655
276,3942.85713,11,11.5,178.4903539211095,182.77718965104359,16.895856762545332
276,3942.85713,12,12.5,176.24523289794033,185.39072369512053,16.328465402378505
276,3942.85713,13,13.5,180.08038926119207,182.9448792408194,13.62409838379263
276,3942.85713,14,14.5,179.04099935592302,177.06580138759188,19.234395002646114
276,3942.85713,15,15.5,131.18234747308802,217.3411999320239,21.96703936272795
276,3942.85713,16,16.5,198.12353238918075,161.5630072535655,21.87530076689376
276,3942.85713,17,17.5,0.0,0.0,0.0
276,3942.85713,18,18.5,40.08966319543687,94.21343735938026,8.585247534471204
276,3942.85713,19,19.5,46.168672586421856,256.2142083966727,28.199791757678994
277,3957.14285,0,0.5,205.0688119124138,175.81416607751166,57.685893572839426
277,3957.14285,1,1.5,214.09103150497296,161.23528321108944,40.88709432006784
277,3957.14285,2,2.5,206.1140869980961,174.93201443702787,31.194896907520302
277,3957.14285,3,3.5,190.69256500278274,188.68373374498915,25.337495400571516
277,3957.14285,4,4.5,182.86692992414288,192.31625998710254,21.91394177045291
277,3957.14285,5,5.5,185.81123155459517,190.5715731513532,18.141441044226678
277,3957.14285,6,6.5,188.3052553481085,187.1994478998183,17.822125475904244
277,3957.14285,7,7.5,184.74523419891185,191.0014970096683,17.439399007166298
277,3957.14285,8,8.5,173.3518038074512,194.75615385812918,15.65755101459044
277,3957.14285,9,9.5,173.37170852605126,192.09482576959178,15.060146547982148
277,3957.14285,10,10.5,179.87340584972017,194.7012079487754,15.80829502509085
277,3957.14285,11,11.5,180.32669255026812,183.7595434495351,17.181067720310484
277,3957.14285,12,12.5,170.47547785101705,188.28692054521778,16.623043531863413
277,3957.14285,13,13.5,183.56476045815364,177.34942561833446,15.26266621270902
277,3957.14285,14,14.5,168.10673375753754,198.3879107551357,18.92246003640288
277,3957.14285,15,15.5,160.1332279256779,194.35432865043538,20.579465030941094
277,3957.14285,16,16.5,180.93523791703865,195.5209680284797,26.608883756788387
277,3957.14285,17,17.5,0.0,0.0,0.0
277,3957.14285,18,18.5,44.88168743891394,93.65375485798349,8.077032843350512
277,3957.14285,19,19.5,0.0,0.0,0.0
278,3971.42855,0,0.5,209.95571567746936,172.73978297315432,58.25259092273627
278,3971.42855,1,1.5,216.9888444032981,161.3384174219429,39.98791661743863
278,3971.42855,2,2.5,212.53988431738156,173.87698272489698,30.862568707017285
278,3971.42855,3,3.5,197.92622314281584,183.94573164736002,26.628784781014073
278,3971.42855,4,4.5,192.10083388137858,191.63868830760842,21.228186150249098
