snapshot,snap_int,time_Myr,r_M31_M33,M31_enc,M33_total,JacobiR
160,160,2285.71428,211.03058563742934,1328234105929.9998,161389676500.00003,82.96007068114052
161,161,2300.0,211.57154202202952,1329849651019.9998,161053772920.0,83.08131707135287
162,162,2314.2857,212.11256027529433,1332003042719.9998,160867159820.0,83.21669176204846
163,163,2328.57142,212.62737012314324,1333699433559.9998,160717869340.0,83.35747847628984
164,164,2342.85712,213.1090296454617,1334160444939.9998,160568578860.0,83.5108083280034
165,165,2357.14284,213.5875292617876,1334544621089.9998,160344643140.0,83.6513611612926
166,166,2371.42857,214.02842769271527,1335157297669.9998,160120707420.0,83.77218014012247
167,167,2385.71427,214.45204651466233,1336002485199.9998,159971416940.0,83.89419381483957
168,168,2399.99999,214.89091563492332,1337389529859.9998,159822126460.0,84.0106580346136
169,169,2414.28571,215.3117058779564,1338157882159.9998,159336932400.0,84.07379955700404
170,170,2428.57141,215.74612658654942,1339233575379.9998,159001028820.0,84.16164406075991
171,171,2442.85713,216.1168868811607,1340078762909.9998,158702447860.0,84.2357547248707
172,172,2457.14286,216.49750520093392,1340541779549.9998,158590480000.00003,84.3545444077415
173,173,2471.42856,216.802172451582,1340695450009.9998,158254576420.0,84.4103456391353
174,174,2485.71428,217.11915378679902,1342155319379.9998,157993318080.00003,84.45657268971176
175,175,2500.0,217.45944480586428,1342620341279.9998,157732059740.0,84.53252864185839
176,176,2514.2857,217.7546130178416,1342541500789.9995,157433478780.00003,84.59547949253957
177,177,2528.57142,217.99853080367706,1342005659439.9998,157060252580.0,84.6345227430996
178,178,2542.85712,218.19569473081694,1341696313259.9998,156388445420.0,84.59661595237552
179,179,2557.14285,218.3616752568831,1341773148489.9998,155977896600.0,84.5852050815494
180,180,2571.42857,218.5645212819365,1341312137109.9998,155604670400.0,84.60588876677761
181,181,2585.71427,218.7020100585291,1341542642799.9998,155231444200.0,84.58652458070169
182,182,2599.99999,218.79211967645594,1341540637539.9998,154746250140.0,84.53316135506051
183,183,2614.28571,218.9021737667447,1341386967079.9998,154186410840.0,84.47679226864042
184,184,2628.57141,218.92007026226514,1340693444749.9998,153775862020.0,84.42319973852193
185,185,2642.85713,218.96690797833205,1339848257219.9998,153589248920.0,84.42483506348765
186,186,2657.14286,219.02621011091338,1339538911039.9998,153327990580.0,84.40628645550667
187,187,2671.42856,219.0430962670053,1339615746269.9998,152768151280.0,84.30831917032913
188,188,2685.71428,219.0241171070768,1339462075810.0,152096344120.0,84.18047866468731
189,189,2699.99998,218.979766154345,1339464081070.0,151872408400.0,84.12206500538963
190,190,2714.2857,218.89539160427006,1338849399229.9998,151424536960.0,84.01976490600025
191,191,2728.57142,218.76515005318058,1338618893540.0,151125956000.0,83.91936270517107
192,192,2742.85712,218.6487050465847,1338155876899.9998,150976665520.0,83.85673562626594
193,193,2757.14285,218.52214354787307,1337157018909.9998,150678084560.00003,83.77376115906414
194,194,2771.42857,218.39443729711232,1336542337069.9998,150304858360.0,83.66844030565478
195,195,2785.71427,218.2891717560701,1335238143419.9998,149745019060.0,83.55133872603962
196,196,2799.99999,218.20636033015836,1334316120659.9998,149110534520.0,83.42072081391902
197,197,2814.28571,218.06616865001646,1333778274049.9998,148662663080.0,83.29476702534515
198,198,2828.57141,217.87298501715102,1332777410799.9998,148326759500.0,83.17906103636649
199,199,2842.85714,217.74017228578154,1332085893729.9998,148028178540.0,83.08691212504789
200,200,2857.14286,217.49262494507835,1330779694819.9998,147468339240.0,82.91480381709732
201,201,2871.42856,217.22436978975534,1330165012979.9998,146759209459.99997,82.69231717900095
202,202,2885.71428,216.9159608308878,1329857672059.9998,146423305880.0,82.51822139996585
203,203,2899.99998,216.60566426672452,1327859956079.9998,145639530860.0,82.29412080413206
204,204,2914.2857,216.29661387572182,1327326119989.9998,145228982040.0,82.11041986597543
205,205,2928.57142,215.98016187344913,1326634602919.9998,145042368940.0,81.96939284959873
206,206,2942.85712,215.60894843494026,1325480069209.9998,144594497500.0,81.76792389711248
207,207,2957.14285,215.24511371116614,1324479205959.9998,144109303440.00003,81.55906924651947
208,208,2971.42857,214.83418322515016,1323098177080.0,143698754620.0,81.35427220600016
209,209,2985.71427,214.3852676502122,1321561472480.0,143325528420.0,81.14535539370107
210,210,2999.99999,213.92601023545478,1319717426959.9998,142877656980.00003,80.92475297208614
211,211,3014.28571,213.41598666711974,1318718568969.9998,142467108160.0,80.67477804287549
212,212,3028.57141,213.00024834931637,1316799693479.9998,141981914100.0,80.46516037985678
213,213,3042.85714,212.42339478760252,1313572613819.9998,141496720040.00003,80.2213148103431
214,214,3057.14284,211.84384060037127,1311265551659.9998,141160816460.00003,79.98594484127722
215,215,3071.42856,211.18512588894978,1309114165219.9998,140974203360.00003,79.74571763447074
216,216,3085.71428,210.51103980802003,1306040756019.9998,140302396200.00003,79.42690942966182
217,217,3099.99998,209.797591676519,1303658863889.9998,140115783100.00003,79.1707693857937
218,218,3114.2857,209.10130756206905,1300662289919.9998,139667911660.0,78.88433708362722
219,219,3128.57143,208.4179345474547,1298432062989.9998,139182717600.00003,78.58031812755426
220,220,3142.85713,207.71436106042688,1296280676549.9998,139033427120.00003,78.33032331703295
221,221,3157.14285,206.99926914187546,1294438636289.9998,138921459260.00003,78.07669776042027
222,222,3171.42857,206.22802353013,1292748261230.0,138398942580.00003,77.7219969985489
223,223,3185.71427,205.44213684095408,1290133858149.9998,137876425900.0,77.38045392146493
224,224,3199.99999,204.6288170551695,1288136142169.9998,137204618739.99998,76.98848678476128
225,225,3214.28569,203.82098256105007,1285982750469.9998,136682102060.0,76.62980628000986
226,226,3228.57141,202.95358825459883,1282834511299.9998,136308875860.0,76.29649184388776
227,227,3242.85714,202.0564808640214,1280298948710.0,135861004420.0,75.92601334675209
228,228,3257.14284,201.04789268612402,1276993028559.9998,135450455599.99998,75.53591737908671
229,229,3271.42856,200.04341649401493,1274455460709.9998,135226519880.0,75.16690483515697
230,230,3285.71428,198.94909385263702,1271226375789.9998,134704003200.0,74.72246139032137
231,231,3299.99998,197.82537311041708,1267615119979.9998,134442744860.0,74.32278612191925
232,232,3314.2857,196.67312923080226,1263696523249.9998,134256131759.99998,73.9319468074786
233,233,3328.57143,195.47571636508042,1259238074650.0,133920228180.00002,73.50703853107932
234,234,3342.85713,194.24822753644915,1255392302629.9998,133547001980.0,73.05197468240594
235,235,3357.14285,193.02205283651756,1252007541989.9998,133323066260.00002,72.61556391641165
236,236,3371.42857,191.71718686906237,1247009241519.9998,133024485300.0,72.16695054502539
237,237,3385.71427,190.26995443110226,1243088639529.9998,132539291240.00002,71.61011937986278
238,238,3399.99999,188.90262066713413,1239170042799.9998,132203387660.00002,71.11019624187318
239,239,3414.28569,187.47665690614986,1234788429429.9998,131830161460.0,70.590232595397
240,240,3428.57142,186.009735478458,1231328838820.0,131344967400.00002,70.01731811596116
241,241,3442.85714,184.48988703085124,1226793554989.9998,130971741200.00002,69.46477044720216
242,242,3457.14284,182.95863456293492,1223178288659.9998,130523869760.00002,68.87733013150712
243,243,3471.42856,181.3423444553027,1218258828679.9998,130187966180.0,68.30193161428038
244,244,3485.71428,179.6831875215905,1213800380079.9998,129740094740.00002,67.68198570388279
245,245,3499.99998,178.0227030141873,1208343073489.9998,129516159020.0,67.11866227896377
246,246,3514.2857,176.32302699833377,1203193107820.0,129142932820.0,66.50854866309642
247,247,3528.57143,174.62108024211787,1197814641720.0,129030964960.0,65.94594780879015
248,248,3542.85713,172.84090278403755,1191514152860.0,128657738759.99998,65.32540292443271
249,249,3557.14285,171.02487346158688,1185826340579.9998,128209867319.99998,64.66700267292606
250,250,3571.42855,169.13556462796376,1179598676430.0,127799318499.99998,63.996520129476735
251,251,3585.71427,167.28106072608597,1173375022800.0,127538060159.99998,63.363296628636654
252,252,3599.99999,165.3241570151003,1165843165000.0,127239479199.99998,62.70760812668245
253,253,3614.28569,163.35834746765093,1159538665620.0,126828930380.0,62.0072347954854
254,254,3628.57142,161.35248070549102,1151843111060.0,126530349420.0,61.33373903225763
255,255,3642.85714,159.25377967736367,1144693424149.9998,126231768460.0,60.613995097646225
256,256,3657.14284,157.1087894966587,1138316100060.0,125895864879.99998,59.85586063181903
257,257,3671.42856,154.9329070789628,1132167276400.0,125671929160.0,59.09846931321868
258,258,3685.71428,152.65602588307388,1123559725380.0,125522638679.99998,58.35515844188937
259,259,3699.99998,150.3458918913853,1115413185739.9998,125224057720.0,57.56593548565951
260,260,3714.28571,148.0453162970024,1107729662739.9998,124850831520.0,56.75932537089758
261,261,3728.57143,145.61804266140095,1099961283469.9998,124440282700.0,55.89844420965738
262,262,3742.85713,143.1342315600852,1090276033969.9999,124104379120.0,55.057572461949945
263,263,3757.14285,140.60128733639323,1081973818609.9998,123619185060.0,54.15048365511315
264,264,3771.42855,137.95470943374013,1070824689219.9999,123320604100.0,53.27199422572512
265,265,3785.71427,135.24454969763437,1061600451099.9999,122872732660.0,52.312793812685356
266,266,3799.99999,132.41840997706853,1052303388269.9999,122462183840.00002,51.31276065403846
267,267,3814.2857,129.51154955864257,1042155122129.9999,122163602880.00002,50.30776104555151
268,268,3828.57142,126.48242973023953,1030856332799.9999,121827699300.00002,49.26473689668034
269,269,3842.85714,123.4131181003979,1019319016739.9998,121230537380.00002,48.170959224089444
270,270,3857.14284,120.26921155142526,1006327847089.9999,121006601660.00002,47.11591792500117
271,271,3871.42856,116.980047300862,993642013099.9999,120558730220.0,45.964728631101
272,272,3885.71428,113.62183689243315,979502325519.9999,120297471880.00002,44.82656739275664
273,273,3899.99998,110.22217690382088,966822507309.9999,120110858780.00002,43.652001248214084
274,274,3914.28571,106.73253954500808,952749628659.9998,119588342100.0,42.415396392604585
275,275,3928.57141,103.22728440207356,937222896419.9998,119252438520.00002,41.209052596933425
276,276,3942.85713,99.73222088663992,923455353429.9998,118953857560.0,39.977260857572304
277,277,3957.14285,96.13373409888523,907613259229.9999,118505986119.99998,38.70903091496611
278,278,3971.42855,92.61996062056004,893002533969.9999,118020792059.99998,37.44523306282801
279,279,3985.71427,89.17641596923936,876386071689.9998,117759533720.0,36.252688459725825
280,280,4000.0,85.92329774503462,860924143119.9999,117423630139.99998,35.104636214988574
281,281,4014.2857,82.77579901951533,845162894669.9998,117013081320.0,33.9879299402476
282,282,4028.57142,79.80770465351502,830481349959.9999,116565209879.99998,32.91909170028515
283,283,4042.85714,76.98675467323473,817789500189.9999,116042693200.0,31.871177119980995
284,284,4057.14284,74.36843975072586,805330161369.9999,115669467000.0,30.911987427650523
285,285,4071.42856,71.85912548198674,792717152089.9999,115296240800.0,29.99421911688266
286,286,4085.71428,69.56824863119627,782562875429.9999,114997659840.0,29.137860436875677
287,287,4099.99999,67.35570969341592,771797922189.9999,114661756260.0,28.314098987578877
288,288,4114.28571,65.41543464111513,758345741159.9999,114400497920.0,27.639092985151567
289,289,4128.57141,63.548224390156726,744727858109.9999,114325852680.0,27.00696023219857
290,290,4142.85713,61.84436651659434,732420184489.9999,113989949100.0,26.403341844104677
291,291,4157.14285,60.357771935039935,717259586319.9999,113654045520.00002,25.9234449247044
292,292,4171.42855,59.04072973228527,700345809419.9999,113318141940.0,25.535087767495433
293,293,4185.71427,57.814454012742445,682961010619.9999,113131528840.00002,25.201265229700187
294,294,4200.0,56.90392983725716,669395952280.0,112982238360.0,24.95981100321367
295,295,4214.2857,56.20091844489809,655984559139.9999,112646334780.0,24.79369363917005
296,296,4228.57142,55.699779175759865,644156721609.9999,112385076440.0,24.702970266733576
297,297,4242.85714,55.46266262727982,634911250339.9999,112123818100.0,24.69746252460697
298,298,4257.14284,55.404950975072516,627202525750.0,112011850240.00002,24.764180864140645
299,299,4271.42856,55.56969255244708,622981402290.0,111899882380.00002,24.885488946992186
300,300,4285.71426,55.97628737098524,621564362890.0,111563978800.0,25.06148038709811
301,301,4299.99999,56.501859482905886,620667122760.0,111377365700.00002,25.294851982962825
302,302,4314.28571,57.23736512350579,621571140260.0,111377365700.00002,25.611695779911237
303,303,4328.57141,58.10463212503229,622398317269.9999,111340043080.00002,25.985340724703267
304,304,4342.85713,59.09127228370061,625251231300.0,111228075220.0,26.377479711099532
305,305,4357.14285,60.18416241246666,628285836830.0,111228075220.0,26.822007089753402
306,306,4371.42855,61.34449524210194,631079920889.9999,111228075220.0,27.29872007735732
307,307,4385.71428,62.589271695590725,635558385270.0,111153429980.00002,27.78086120540871
308,308,4400.0,63.91865541976737,641415862749.9999,111116107360.00002,28.281128794775512
309,309,4414.2857,65.34578333814882,646668684689.9999,110929494260.00002,28.817920399375847
310,310,4428.57142,66.82831258608414,653310540769.9999,110892171640.00002,29.368216370116528
311,311,4442.85714,68.32374999791416,661018095330.0,110929494260.00002,29.911596330371488
312,312,4457.14284,69.66589312696001,665793869070.0,110854849020.00002,30.419250670132204
313,313,4471.42856,71.26388768578644,674500265839.9999,110817526400.00002,30.97906371735209
314,314,4485.71427,72.77932531657133,681591106999.9999,110742881160.00002,31.52066182788535
315,315,4499.99999,74.36525665754947,687226110350.0,110668235920.00003,32.112037413588986
316,316,4514.28571,76.00816032297507,693855940129.9999,110705558540.00002,32.72027372598044
317,317,4528.57141,77.61762456375531,698957091609.9999,110742881160.00002,33.335383031044664
318,318,4542.85713,79.20516812267337,706828321889.9999,110854849020.00002,33.90187921307769
319,319,4557.14285,80.86280108253736,716762077079.9999,110854849020.00002,34.45074947938023
320,320,4571.42855,82.4543656444199,723462757869.9999,110742881160.00002,35.008233940958235
321,321,4585.71428,84.04647379858726,730007762939.9999,110780203780.00002,35.58123835567094
322,322,4600.0,85.61067560624839,735642771549.9999,110817526400.00002,36.15472693319075
323,323,4614.2857,87.2129984552189,742954128919.9999,110929494260.00002,36.7225556008785
324,324,4628.57142,88.70769740807951,747808764189.9999,110854849020.00002,37.26256007303195
325,325,4642.85712,90.23185952492143,752050717619.9999,110817526400.00002,37.827155341920566
326,326,4657.14284,91.79219220819961,757588854179.9999,110817526400.00002,38.38728247310934
327,327,4671.42857,93.27600546084534,761588280879.9999,110742881160.00002,38.93066263124596
328,328,4685.71427,94.78111839010431,765971888989.9999,110742881160.00002,39.483243842791154
329,329,4699.99999,96.28056941549417,770201826639.9999,110817526400.00002,40.04330859603276
330,330,4714.28571,97.71042097800301,773897933459.9999,110929494260.00002,40.58684888693131
331,331,4728.57141,100.06916430795498,787434960239.9999,110817526400.00002,41.31313899604485
332,332,4742.85713,101.51256381698512,791735727859.9999,110742881160.00002,41.82362348992477
333,333,4757.14285,102.92958195579163,794507790879.9999,110705558540.00002,42.35330438272346
334,334,4771.42856,104.35882939260358,797985407789.9999,110817526400.00002,42.89338965111983
335,335,4785.71428,105.75081268049009,800680651359.9999,110854849020.00002,43.421567975154275
